"","name","window_size","extrap_step","response","target","train_policy","res_dist","outlier_type","cut_off_prob","granularity","train_size","model_num","update_freq","react_speed","outlier_cval","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1","AUTO_ARIMA",12,1,"max",0.99,"offline","normal","None",0.001,0,840,1,3,"1,2",NA,0.942260501371313,41566,0.969539120547873,37819,0.250291469786111,59249,0.229739913210879,59249
"2","AUTO_ARIMA",12,1,"max",0.99,"offline","normal","None",0.003,0,840,1,3,"1,2",NA,0.935256160408817,46182,0.96554299896388,41501,0.293381883101397,59249,0.266681190920823,59249
"3","AUTO_ARIMA",12,1,"max",0.99,"offline","normal","None",0.005,0,840,1,3,"1,2",NA,0.927588703837799,46954,0.962150486019441,41665,0.315664843724967,59249,0.285960832126181,59249
"4","AUTO_ARIMA",12,1,"max",0.99,"offline","normal","None",0.01,0,840,1,3,"1,2",NA,0.915204126564761,47691,0.955708875111572,41453,0.346367651255414,59249,0.310859160830986,59249
"5","AUTO_ARIMA",12,1,"max",0.99,"offline","normal","None",0.03,0,840,1,3,"1,2",NA,0.895151973867665,50206,0.944749021003916,42135,0.401658736979305,59249,0.352202125863418,59249
"6","AUTO_ARIMA",12,1,"max",0.99,"offline","normal","None",0.05,0,840,1,3,"1,2",NA,0.881959868633369,52677,0.934776549289232,43052,0.430929089862987,59249,0.369747824001132,59249
