"","name","window_size","extrap_step","response","target","train_policy","res_dist","outlier_type","cut_off_prob","granularity","train_size","model_num","update_freq","react_speed","outlier_cval","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1","ARIMA",12,1,"avg",0.99,"fixed","normal","None",2e-04,0,840,1,3,"1,2",NA,0.987548151652362,59188,0.989152436809052,57801,0.908819851146346,59400,0.890014563782502,59400
"2","ARIMA",12,1,"avg",0.99,"fixed","normal","None",4e-04,0,840,1,3,"1,2",NA,0.985735025997704,59236,0.987387012266,57639,0.910980339198622,59400,0.888917004296756,59400
"3","ARIMA",12,1,"avg",0.99,"fixed","normal","None",6e-04,0,840,1,3,"1,2",NA,0.984727027255084,59255,0.986357316649287,57540,0.912406834426775,59400,0.888429041387073,59400
"4","ARIMA",12,1,"avg",0.99,"fixed","normal","None",8e-04,0,840,1,3,"1,2",NA,0.983733801295896,59264,0.985321516254288,57431,0.913193308287301,59400,0.887295335295852,59400
"5","ARIMA",12,1,"avg",0.99,"fixed","normal","None",0.001,0,840,1,3,"1,2",NA,0.983077727725194,59271,0.984675999372396,57361,0.913946678092309,59400,0.886819094067937,59400
"6","ARIMA",12,1,"avg",0.99,"fixed","normal","None",0.003,0,840,1,3,"1,2",NA,0.979151216881278,59332,0.980761466762625,56969,0.917407454653267,59400,0.883187411072145,59400
"7","ARIMA",12,1,"avg",0.99,"fixed","normal","None",0.005,0,840,1,3,"1,2",NA,0.976566711590297,59360,0.978129354286823,56697,0.91856086051716,59400,0.87961250851569,59400
"8","ARIMA",12,1,"avg",0.99,"fixed","normal","None",0.01,0,840,1,3,"1,2",NA,0.971811538072947,59386,0.973442033500062,56179,0.919249442920736,59400,0.872057786883103,59400
"9","ARIMA",12,1,"avg",0.99,"fixed","normal","None",0.02,0,840,1,3,"1,2",NA,0.964559306338917,59395,0.966188024925494,55365,0.917932124052662,59400,0.858260422688753,59400
"10","ARIMA",12,1,"avg",0.99,"fixed","normal","None",0.03,0,840,1,3,"1,2",NA,0.958616045121643,59395,0.960329067641682,54700,0.915735255875455,59400,0.84593566329923,59400
"11","ARIMA",12,1,"avg",0.99,"fixed","normal","None",0.04,0,840,1,3,"1,2",NA,0.953009512585234,59395,0.95461270992084,54068,0.912934112564092,59400,0.833526305883772,59400
"12","ARIMA",12,1,"avg",0.99,"fixed","normal","None",0.05,0,840,1,3,"1,2",NA,0.948127820055223,59396,0.949804786011844,53531,0.910322249804607,59400,0.823011469206334,59400
