"","name","window_size","extrap_step","response","target","train_policy","res_dist","outlier_type","cut_off_prob","granularity","train_size","model_num","update_freq","react_speed","outlier_cval","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1","ARIMA",12,1,"avg",0.99,"fixed","normal","None",2e-04,0,840,1,3,"1,2",NA,0.98281763763595,59305,0.985213438528659,57417,0.911701526236174,59400,0.884813723136895,59400
"2","ARIMA",12,1,"avg",0.99,"fixed","normal","None",4e-04,0,840,1,3,"1,2",NA,0.980815913688469,59320,0.983393640638383,57207,0.913344446314927,59400,0.883089382469898,59400
"3","ARIMA",12,1,"avg",0.99,"fixed","normal","None",6e-04,0,840,1,3,"1,2",NA,0.97982368904546,59327,0.982505910165485,57105,0.914572241150067,59400,0.882701112882738,59400
"4","ARIMA",12,1,"avg",0.99,"fixed","normal","None",8e-04,0,840,1,3,"1,2",NA,0.978932110833951,59332,0.981704643126524,57009,0.915299841733998,59400,0.881890858767511,59400
"5","ARIMA",12,1,"avg",0.99,"fixed","normal","None",0.001,0,840,1,3,"1,2",NA,0.978160493411075,59342,0.981048564152103,56935,0.915808814468222,59400,0.881176244945647,59400
"6","ARIMA",12,1,"avg",0.99,"fixed","normal","None",0.003,0,840,1,3,"1,2",NA,0.973503352087053,59366,0.976824946846208,56440,0.917859271420249,59400,0.87543842345165,59400
"7","ARIMA",12,1,"avg",0.99,"fixed","normal","None",0.005,0,840,1,3,"1,2",NA,0.97019449355898,59385,0.974063708800513,56099,0.917924762922708,59400,0.870397896285231,59400
"8","ARIMA",12,1,"avg",0.99,"fixed","normal","None",0.01,0,840,1,3,"1,2",NA,0.964628438667969,59398,0.96932360623255,55515,0.917265026470654,59400,0.861183753936403,59400
"9","ARIMA",12,1,"avg",0.99,"fixed","normal","None",0.02,0,840,1,3,"1,2",NA,0.95595885452617,59399,0.961496169776051,54566,0.913931285005067,59400,0.844144382758053,59400
"10","ARIMA",12,1,"avg",0.99,"fixed","normal","None",0.03,0,840,1,3,"1,2",NA,0.949039546120305,59399,0.955401940015609,53814,0.910369222342205,59400,0.829895386219713,59400
"11","ARIMA",12,1,"avg",0.99,"fixed","normal","None",0.04,0,840,1,3,"1,2",NA,0.94329870873247,59399,0.950637242001579,53198,0.907140783159009,59400,0.818312627559919,59400
"12","ARIMA",12,1,"avg",0.99,"fixed","normal","None",0.05,0,840,1,3,"1,2",NA,0.937759894947726,59399,0.945918716496217,52606,0.903635110802329,59400,0.806783584282977,59400
