"","utilization","survival","correct_scheduled_rate","correct_unscheduled_rate"
"1633748",0.461071351116894,0.981818181818182,NA,0.4
"223811",0.600389720883001,0.648484848484848,NA,0.76969696969697
"1948107",0.382417582417582,0.942675159235669,NA,0.375757575757576
"1962655",0.433679600502043,0.993939393939394,NA,0.648484848484848
"586116",0.319587526647167,0.926829268292683,NA,0.206060606060606
"964155",0.190527362114821,0.96551724137931,NA,0.739393939393939
"1942922",0.366443322625057,0.927272727272727,NA,0.993939393939394
"929647",0,NA,NA,0.975757575757576
"1338378",0.432548011848481,0.981818181818182,NA,0.781818181818182
"633346",0,NA,NA,0.921212121212121
"1650389",0.0707383343177791,0.51063829787234,NA,0.957575757575758
"1641245",0.456035517828721,0.969325153374233,NA,0.878787878787879
"1663289",0,NA,NA,0.715151515151515
"618849",0.336775931746744,0.914634146341463,NA,0.115151515151515
"1054084",0.430086474139338,0.94478527607362,NA,0.575757575757576
"811237",0.657558925086323,0.927272727272727,NA,0.903030303030303
"955492",0.545973664398642,0.963636363636364,NA,0.636363636363636
"948898",0.357796644505424,0.987730061349693,NA,0.775757575757576
"8383",0.402590344243117,0.896774193548387,NA,0.860606060606061
"737498",0.319960129578869,0.95364238410596,NA,0.842424242424242
"1041019",0.546659362796204,0.975757575757576,NA,0.890909090909091
"1985204",0.400432094843003,0.848101265822785,NA,0.860606060606061
"948601",0.343525628586477,0.952380952380952,NA,0.739393939393939
"1331037",0.223218734429497,0.587878787878788,NA,0.527272727272727
"1669601",0.0455909024488778,0.986111111111111,NA,0.945454545454545
"893041",0,NA,NA,1
"847832",0,NA,NA,0.884848484848485
"1102195",0.176079252243477,0.863354037267081,NA,0.975757575757576
"592977",0.553303336748786,0.957055214723926,NA,0.957575757575758
"1471895",0.561415168100078,0.987878787878788,NA,0.472727272727273
"1958442",0.532137094629337,0.975757575757576,NA,0.933333333333333
"948001",0.223227190078792,0.98125,NA,0.896969696969697
"964235",0.000347413219072986,0.0526315789473684,NA,0.454545454545455
"1650226",0.309873239022382,0.951515151515152,NA,0.648484848484848
"8201",0.16387176325524,0.865384615384615,NA,0.521212121212121
"1546130",0.0743361865863753,0.993939393939394,NA,0.993939393939394
"1221713",0.540832747997262,0.975460122699387,NA,0.836363636363636
"943424",0.448324916423643,0.957055214723926,NA,0.351515151515152
"706726",0.447683641009372,0.957575757575758,NA,0.363636363636364
"809906",0.358564710429685,0.787878787878788,0.966666666666667,1
"611375",0.583034475301411,0.81875,NA,0.533333333333333
"1547003",0.368082720135679,0.969325153374233,NA,0.648484848484848
"1946494",0.650263059998937,0.951515151515152,NA,0.963636363636364
"1545927",0,NA,NA,0.945454545454545
"618853",0.384814956123617,0.928,NA,0.957575757575758
"2008368",0.00318427246296553,0.888888888888889,NA,0.878787878787879
"943904",0.427789637104599,0.817073170731707,NA,0.660606060606061
"1633630",0.547834252846578,0.951515151515152,NA,0.581818181818182
"1114910",0.348357439174795,0.793939393939394,NA,0.945454545454545
"1023683",0.135593220338983,0.914110429447853,NA,0.854545454545454
"793205",0.482643019357629,0.96969696969697,NA,0.545454545454545
"1221771",0.422756413007097,0.96969696969697,NA,0.0484848484848485
"1054467",0.625731605351171,0.981707317073171,NA,0.193939393939394
"715945",0.510999270864825,0.981707317073171,NA,0.703030303030303
"1054036",0.319866450132007,0.933884297520661,NA,0.703030303030303
"612046",0.35535841646068,0.96969696969697,NA,0.593939393939394
"1102397",0.533439506295725,0.890909090909091,NA,0.393939393939394
