"","name","window_size","extrap_step","response","target","train_policy","statistics","cut_off_prob","granularity","train_size","model_num","update_freq","react_speed","n","half_life","breaks","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1","AUTOPILOT",1800,1,"max",0.99,"fixed","j-quantile",0.001,0,252000,1,1,"1,2",288,12,10,0.975304067020474,75559,0.976924358547151,72024,0.301561976985423,119242,0.2909733341282,119242
"2","AUTOPILOT",1800,1,"max",0.99,"fixed","j-quantile",0.001,0,252000,1,1,"1,2",288,36,10,0.984776950547788,66084,0.985469553029123,64210,0.229984422159987,119242,0.225337348367411,119242
"3","AUTOPILOT",1800,1,"max",0.99,"fixed","j-quantile",0.001,0,252000,1,1,"1,2",288,72,10,0.987241758953436,61764,0.988082609560432,60332,0.202976795452259,119242,0.199192815008156,119242
"4","AUTOPILOT",1800,1,"max",0.99,"fixed","j-quantile",0.003,0,252000,1,1,"1,2",288,12,10,0.960829862223646,87388,0.963192383778437,80880,0.389521319927725,119242,0.36763953140934,119242
"5","AUTOPILOT",1800,1,"max",0.99,"fixed","j-quantile",0.003,0,252000,1,1,"1,2",288,36,10,0.970561850802644,84720,0.973827222187519,80045,0.350713552880642,119242,0.334825837563435,119242
"6","AUTOPILOT",1800,1,"max",0.99,"fixed","j-quantile",0.003,0,252000,1,1,"1,2",288,72,10,0.972582955359274,83780,0.976397359320968,79525,0.331644778143561,119242,0.317071381649248,119242
"7","AUTOPILOT",1800,1,"max",0.99,"fixed","j-quantile",0.007,0,252000,1,1,"1,2",288,12,10,0.93108041291208,99101,0.935302439929493,86232,0.493656383581007,119242,0.438976379905505,119242
"8","AUTOPILOT",1800,1,"max",0.99,"fixed","j-quantile",0.007,0,252000,1,1,"1,2",288,36,10,0.940059188071644,96979,0.94902051698157,86270,0.465226355079729,119242,0.418970977011768,119242
"9","AUTOPILOT",1800,1,"max",0.99,"fixed","j-quantile",0.007,0,252000,1,1,"1,2",288,72,10,0.942315832946157,96855,0.953400925060844,86697,0.45263591561899,119242,0.409582036097279,119242
"10","AUTOPILOT",1800,1,"max",0.99,"fixed","j-quantile",0.009,0,252000,1,1,"1,2",288,12,10,0.918565466977528,102082,0.923948968035685,86534,0.525580255671511,119242,0.455329927402024,119242
"11","AUTOPILOT",1800,1,"max",0.99,"fixed","j-quantile",0.009,0,252000,1,1,"1,2",288,36,10,0.925492457764475,100567,0.936802717172299,86855,0.499960313544244,119242,0.438375109619004,119242
"12","AUTOPILOT",1800,1,"max",0.99,"fixed","j-quantile",0.009,0,252000,1,1,"1,2",288,72,10,0.928332190385323,100617,0.94187573511779,87571,0.488658074947178,119242,0.430990608507705,119242
"13","AUTOPILOT",1800,1,"max",0.99,"fixed","j-quantile",0.01,0,252000,1,1,"1,2",288,12,10,0.912697797834634,103262,0.919007690973226,86465,0.538240176762226,119242,0.460909878322175,119242
"14","AUTOPILOT",1800,1,"max",0.99,"fixed","j-quantile",0.01,0,252000,1,1,"1,2",288,36,10,0.918668116921931,102051,0.930712666428843,86899,0.514604353435068,119242,0.445339836504961,119242
"15","AUTOPILOT",1800,1,"max",0.99,"fixed","j-quantile",0.01,0,252000,1,1,"1,2",288,72,10,0.921197114867047,102179,0.935644750807436,87623,0.503871871506902,119242,0.438334112992417,119242
"16","AUTOPILOT",1800,1,"max",0.99,"fixed","j-quantile",0.02,0,252000,1,1,"1,2",288,12,10,0.860104622025497,109346,0.880631869811344,81789,0.599819200579195,119242,0.467290227960674,119242
"17","AUTOPILOT",1800,1,"max",0.99,"fixed","j-quantile",0.02,0,252000,1,1,"1,2",288,36,10,0.863816346407668,109859,0.891144864021132,83285,0.592630985299818,119242,0.466260907411266,119242
"18","AUTOPILOT",1800,1,"max",0.99,"fixed","j-quantile",0.02,0,252000,1,1,"1,2",288,72,10,0.865187405214126,110776,0.895495516837031,84427,0.5888285577033,119242,0.465392114440834,119242
"19","AUTOPILOT",1800,1,"max",0.99,"fixed","j-quantile",0.05,0,252000,1,1,"1,2",288,12,10,0.72106270264524,112882,0.812980243799916,59475,0.583554430605587,119242,0.352007777081021,119242
"20","AUTOPILOT",1800,1,"max",0.99,"fixed","j-quantile",0.05,0,252000,1,1,"1,2",288,36,10,0.726227379911507,113229,0.824316139276769,61087,0.585501023938042,119242,0.361043552617914,119242
"21","AUTOPILOT",1800,1,"max",0.99,"fixed","j-quantile",0.05,0,252000,1,1,"1,2",288,72,10,0.729011511312537,113193,0.831229085500897,61859,0.582958053199165,119242,0.364069459247386,119242
