"","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w","trace_name"
"1",0.964467005076142,591,0.965391621129326,549,0.467311860763512,594,0.443954822167359,594,"1633748"
"2",0.835016835016835,594,0.874709976798144,431,0.723898747213254,594,0.550943756510474,594,"223811"
"3",0.960992907801418,564,0.959615384615385,520,0.267246861573638,594,0.243303337321883,594,"1948107"
"4",0.981481481481482,594,0.980769230769231,572,0.535962760260539,594,0.51376270907364,594,"1962655"
"5",0.676767676767677,594,0.904761904761905,357,0.469221160625727,594,0.36935563360151,594,"586116"
"6",0.771043771043771,594,0.929577464788732,426,0.520205279811793,594,0.445761233419927,594,"964155"
"7",0.934343434343434,594,0.93036750483559,517,0.689253822735626,594,0.6010536926323,594,"1942922"
"8",0.920289855072464,276,0.90948275862069,232,0.0385221296546498,588,0.0346311504751733,588,"929647"
"9",0.946127946127946,594,0.949152542372881,531,0.633659962548553,594,0.570778341502899,594,"1338378"
"10",NA,0,NA,0,0,592,0,592,"633346"
"11",0.806397306397306,594,0.893617021276596,423,0.383591300616116,594,0.285521544818878,594,"1650389"
"12",0.981481481481482,594,0.984320557491289,574,0.382030082728263,594,0.368903704947921,594,"1641245"
"13",NA,0,NA,0,0,576,0,576,"1663289"
"14",0.952879581151832,573,0.959923664122137,524,0.207390116004524,594,0.194520503139464,594,"618849"
"15",0.912457912457912,594,0.9453125,512,0.514869770281499,594,0.451277798652689,594,"1054084"
"16",0.937710437710438,594,0.950943396226415,530,0.699731107788134,594,0.635103234374896,594,"811237"
"17",0.873737373737374,594,0.883002207505519,453,0.670539643130804,594,0.513684356743214,594,"955492"
"18",0.915824915824916,594,0.941291585127202,511,0.504372934165758,593,0.4503258492146,593,"948898"
"19",0.912457912457912,594,0.947470817120623,514,0.541038141487616,592,0.488894116630268,592,"8383"
"20",0.925925925925926,567,0.939637826961771,497,0.427661619819164,592,0.383162787779724,592,"737498"
"21",0.988215488215488,594,0.987931034482759,580,0.57228507869252,594,0.558892634590609,594,"1041019"
"22",0.936619718309859,568,0.948412698412698,504,0.411137900022182,593,0.369569908207649,593,"1985204"
"23",0.942760942760943,594,0.955223880597015,536,0.286901535483423,594,0.267436253255513,594,"948601"
"24",0.838202247191011,445,0.915451895043732,343,0.225324874405151,594,0.183837512852508,594,"1331037"
"25",0.981481481481482,594,0.980769230769231,572,0.289920992876323,594,0.274291187870812,594,"1669601"
"26",0.927609427609428,594,0.917485265225933,509,0.401964884850287,593,0.336061285757059,593,"893041"
"27",NA,0,NA,0,0,594,0,594,"847832"
"28",0.67003367003367,594,0.715789473684211,285,0.394766042270795,594,0.194242733823308,594,"1102195"
"29",0.927609427609428,594,0.964285714285714,532,0.567792068245307,594,0.529770787422084,594,"592977"
"30",0.954545454545455,594,0.957642725598527,543,0.694196820786707,594,0.632907817305509,594,"1471895"
"31",0.983164983164983,594,0.982578397212544,574,0.524356855348722,594,0.504514192933912,594,"1958442"
"32",0.952127659574468,376,0.955882352941177,340,0.211367042708657,594,0.191584869513821,594,"948001"
"33",1,51,1,51,0.000505764004784935,579,0.000505764004784935,579,"964235"
"34",0.905723905723906,594,0.922764227642276,492,0.480694005453376,594,0.409731574570898,594,"1650226"
"35",0.841750841750842,594,0.910913140311804,449,0.353949530363231,593,0.284294100574058,593,"8201"
"36",0.986531986531986,594,0.991394148020654,581,0.230868642520776,594,0.227325455739677,594,"1546130"
"37",0.956228956228956,594,0.96709323583181,547,0.361459574669564,594,0.339801626586101,594,"1221713"
"38",0.846801346801347,594,0.930648769574944,447,0.45617162069601,594,0.367166042136977,594,"943424"
"39",0.804713804713805,594,0.902380952380952,420,0.530940391369791,594,0.412684059276251,594,"706726"
"40",0.619528619528619,594,0.945244956772334,347,0.461831242576499,594,0.409723806131923,594,"809906"
"41",0.924242424242424,594,0.947876447876448,518,0.542906144954503,594,0.482121505788283,594,"611375"
"42",0.971502590673575,386,0.972602739726027,365,0.228075533773564,593,0.217492972459723,593,"1547003"
"43",0.952861952861953,594,0.955719557195572,542,0.657592583016578,594,0.600671649414391,594,"1946494"
"44",0.984848484848485,594,0.987889273356401,578,0.242484581619272,594,0.23796175576569,594,"1545927"
"45",0.952861952861953,594,0.96526508226691,547,0.516203296253591,594,0.481316786926516,594,"618853"
"46",0.925373134328358,67,0.949152542372881,59,0.00558790120745742,594,0.00550475453782304,594,"2008368"
"47",0.845117845117845,594,0.913525498891353,451,0.467566560213267,594,0.385583709117503,594,"943904"
"48",0.937710437710438,594,0.94263862332696,523,0.625361567186822,594,0.554699247047474,594,"1633630"
"49",0.930976430976431,594,0.936046511627907,516,0.538350693433313,594,0.466413893069838,594,"1114910"
"50",0.922558922558923,594,0.908366533864542,502,0.371437823678277,593,0.307143058434594,593,"1023683"
"51",0.814814814814815,594,0.912240184757506,433,0.640140697416808,594,0.520205937070376,594,"793205"
"52",NA,0,NA,0,0,594,0,594,"1221771"
"53",0.939393939393939,594,0.966292134831461,534,0.452397555747864,594,0.414778469351263,594,"1054467"
"54",0.957912457912458,594,0.976576576576577,555,0.68619842122703,594,0.652864293978678,594,"715945"
"55",0.964646464646465,594,0.963833634719711,553,0.362436648734703,594,0.33637988867908,594,"1054036"
"56",0.841750841750842,594,0.85981308411215,428,0.551639511520956,594,0.406105422134867,594,"612046"
"57",0.30976430976431,594,0.875776397515528,161,0.244083314337846,594,0.186023220672252,594,"1102397"
"58",0.972222222222222,360,0.973529411764706,340,0.243448221996342,594,0.229995850154396,594,"358485"
