"","name","window_size","extrap_step","response","target","train_policy","statistics","cut_off_prob","granularity","train_size","model_num","update_freq","react_speed","n","half_life","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1","AUTOPILOT",300,1,"max",0.99,"fixed","j-quantile",0.001,0,252000,1,1,"1,2",288,144,0.994868752552141,519172,0.995243588571384,514043,0.302010989020642,714840,0.299652583758681,714840
"2","AUTOPILOT",300,1,"max",0.99,"fixed","j-quantile",0.01,0,252000,1,1,"1,2",288,144,0.978574576326612,642181,0.981638629000318,616076,0.535018207649017,714840,0.516551305261357,714840
"3","AUTOPILOT",300,1,"max",0.99,"fixed","j-quantile",0.05,0,252000,1,1,"1,2",288,144,0.940543107643764,680123,0.951438762906319,606389,0.702496202795869,714840,0.63577975111496,714840
"4","AUTOPILOT",300,1,"max",0.99,"fixed","j-quantile",0.07,0,252000,1,1,"1,2",288,144,0.92832006659993,682283,0.942578819902015,594171,0.724261126996475,714840,0.642490634888082,714840
"5","AUTOPILOT",300,1,"max",0.99,"fixed","j-quantile",0.08,0,252000,1,1,"1,2",288,144,0.921542802011461,684080,0.937717598915556,587951,0.731644375093771,714840,0.641953280173315,714840
"6","AUTOPILOT",300,1,"max",0.99,"fixed","j-quantile",0.1,0,252000,1,1,"1,2",288,144,0.909193599907077,688740,0.929004424893617,577867,0.741074889187048,714840,0.637520416078638,714840
