"","X","name","window_size","extrap_step","response","target","train_policy","p","cut_off_prob","granularity","train_size","model_num","update_freq","react_speed","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1",1,"VAR1",12,1,"max",0.99,"offline",1,0.01,0,840,1,3,"1,2",0.910236845956059,47837,0.947329901685736,40991,0.374953731033938,59249,0.331879655189914,59249
