"","X","name","window_size","extrap_step","response","target","train_policy","res_dist","outlier_type","cut_off_prob","granularity","train_size","model_num","update_freq","react_speed","outlier_cval","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1",1,"AR1",12,1,"avg",0.99,"offline","normal","None",0.01,0,840,1,3,"1,2",NA,0.814138285156316,59399,0.945829560762317,45283,0.776790130372835,59400,0.687010511277797,59400
