"","X","name","window_size","extrap_step","response","target","train_policy","res_dist","outlier_type","cut_off_prob","granularity","train_size","model_num","update_freq","react_speed","outlier_cval","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1",1,"ARI11",12,1,"avg",0.99,"offline","normal","None",0.01,0,840,1,3,"1,2",NA,0.817387498106029,59399,0.946320232128726,45492,0.780025490542523,59400,0.690495725297822,59400
