"Model","StateNum","Probability.Cut.Off","Granularity","Window.Size","Sample.Size","BinNum","Avg.Cycle.Usage1","Avg.Cycle.Usage2","Survival.Rate","Correctly.Scheduled","Correctly.Unscheduled"
"AR1_logistic_lm",0,0.01,0.78125,12,100,500,0.386491459112086,0.322031559392424,0.896549635478017,0.935483870967742,0.706704934049829
"AR1_logistic_lm",0,0.01,0.78125,12,100,1000,0.411777791248879,0.343407897853382,0.894883792364058,0.935483870967742,0.706704934049829
"AR1_logistic_lm",0,0.1,0.78125,12,100,500,0.511983690158783,0.418616545947329,0.853476951684031,0.932299012693935,0.730352732569185
"AR1_logistic_lm",0,0.1,0.78125,12,100,1000,0.526678569905257,0.430760677715824,0.844243588320392,0.932299012693935,0.730352732569185
"AR1_logistic_lm",0,0.75,0.78125,12,100,500,0.505154289134221,0.406286307974039,0.531952190173736,0.631652989449003,0.818144666939109
"AR1_logistic_lm",0,0.75,0.78125,12,100,1000,0.507400892206777,0.409562565729264,0.533848367927336,0.631652989449003,0.818144666939109
"AR1_logistic_lm",0,0.005,1.5625,12,100,500,0.354934497352846,0.296610411126361,0.896529250777061,0.935483870967742,0.731558378114314
"AR1_logistic_lm",0,0.005,1.5625,12,100,1000,0.381681069132095,0.319188734291587,0.909559473097633,0.935483870967742,0.731558378114314
"AR1_logistic_lm",0,0.01,1.5625,12,100,500,0.384591630086083,0.320589518187812,0.898954578116092,0.935483870967742,0.731558378114314
"AR1_logistic_lm",0,0.01,1.5625,12,100,1000,0.410202457796796,0.342002292215502,0.901866611596756,0.935483870967742,0.731558378114314
"AR1_logistic_lm",0,0.1,1.5625,12,100,500,0.511149572583553,0.418119804231334,0.855600347237866,0.930888575458392,0.75606358052055
"AR1_logistic_lm",0,0.1,1.5625,12,100,1000,0.52622409800571,0.430326787002766,0.848483782474758,0.930888575458392,0.75606358052055
"AR1_logistic_lm",0,0.75,1.5625,12,100,500,0.51629005298898,0.416866245765031,0.545348219825766,0.628604923798359,0.85034736411933
"AR1_logistic_lm",0,0.75,1.5625,12,100,1000,0.519258045096146,0.421053173150861,0.549648167079247,0.628604923798359,0.85034736411933
"AR1_logistic_lm",0,0.005,3.125,12,100,500,0.355557425249366,0.29354237793387,0.91441058529057,0.935483870967742,0.778089887640449
"AR1_logistic_lm",0,0.005,3.125,12,100,1000,0.382145075165903,0.315839619191909,0.922208471818965,0.935483870967742,0.778089887640449
"AR1_logistic_lm",0,0.01,3.125,12,100,500,0.385680235105187,0.317498022587682,0.915897687405519,0.935483870967742,0.778089887640449
"AR1_logistic_lm",0,0.01,3.125,12,100,1000,0.412028702133787,0.339476847301853,0.915633190185887,0.935483870967742,0.778089887640449
