"","name","window_size","extrap_step","response","target","train_policy","p","cut_off_prob","granularity","train_size","model_num","update_freq","react_speed","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1","VAR",12,1,"max",0.99,"offline",2,0.001,0,840,1,3,"1,2",0.921892115440503,44733,0.960125436606073,39223,0.284111878996746,59249,0.254803073551558,59249
"2","VAR",12,1,"max",0.99,"offline",2,0.003,0,840,1,3,"1,2",0.909432665248867,46551,0.953017446371805,39951,0.324118915999592,59249,0.287158899717195,59249
"3","VAR",12,1,"max",0.99,"offline",2,0.005,0,840,1,3,"1,2",0.902273980739044,47142,0.94647774495569,39946,0.344206098466206,59249,0.302717295657648,59249
"4","VAR",12,1,"max",0.99,"offline",2,0.01,0,840,1,3,"1,2",0.891021275717617,48459,0.939159622078568,40220,0.374246081484718,59249,0.324825087511971,59249
"5","VAR",12,1,"max",0.99,"offline",2,0.03,0,840,1,3,"1,2",0.862374483165978,52483,0.919863163257879,41217,0.428781055093332,59249,0.357651193927322,59249
"6","VAR",12,1,"max",0.99,"offline",2,0.05,0,840,1,3,"1,2",0.841509920598368,54281,0.903611206515873,40762,0.45767307663908,59249,0.369723303852141,59249
