"","X","name","window_size","extrap_step","response","target","train_policy","cluster_type","cut_off_prob","granularity","train_size","model_num","update_freq","react_speed","state_num","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1",1,"MarkovX_Fixed",12,1,"max",0.99,"offline","fixed",0.01,0,840,1,3,"1,2",8,0.905400617502657,19757,0.971251016378209,17218,0.132701084659137,59249,0.120010577588022,59249
