"","name","window_size","extrap_step","response","target","train_policy","statistics","cut_off_prob","granularity","train_size","model_num","update_freq","react_speed","n","half_life","breaks","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1","AUTOPILOT",3600,1,"max",0.99,"fixed","j-quantile",0.001,0,252000,1,1,"1,2",288,12,10,0.965707836555157,34556,0.966647089734475,32351,0.265948723549371,59548,0.253465816162125,59548
"2","AUTOPILOT",3600,1,"max",0.99,"fixed","j-quantile",0.001,0,252000,1,1,"1,2",288,36,10,0.975171565453839,30892,0.976686659211819,29511,0.216528531139603,59548,0.208621321010189,59548
"3","AUTOPILOT",3600,1,"max",0.99,"fixed","j-quantile",0.001,0,252000,1,1,"1,2",288,72,10,0.977693469631503,28467,0.979216217205167,27329,0.191115136047326,59548,0.184278986005601,59548
"4","AUTOPILOT",3600,1,"max",0.99,"fixed","j-quantile",0.003,0,252000,1,1,"1,2",288,12,10,0.939733133923773,42793,0.943738656987296,38019,0.381725445639002,59548,0.346877726789044,59548
"5","AUTOPILOT",3600,1,"max",0.99,"fixed","j-quantile",0.003,0,252000,1,1,"1,2",288,36,10,0.948419896887531,41896,0.954519119351101,37972,0.350826653665484,59548,0.321692040089429,59548
"6","AUTOPILOT",3600,1,"max",0.99,"fixed","j-quantile",0.003,0,252000,1,1,"1,2",288,72,10,0.950716111298645,41474,0.958736452550886,37830,0.332322376522408,59548,0.305718136610564,59548
"7","AUTOPILOT",3600,1,"max",0.99,"fixed","j-quantile",0.007,0,252000,1,1,"1,2",288,12,10,0.885551931400907,48747,0.895324494068388,38691,0.482280023716789,59548,0.390626119386977,59548
"8","AUTOPILOT",3600,1,"max",0.99,"fixed","j-quantile",0.007,0,252000,1,1,"1,2",288,36,10,0.894702068794648,48434,0.912206489526077,39479,0.463855763694273,59548,0.383601193915876,59548
"9","AUTOPILOT",3600,1,"max",0.99,"fixed","j-quantile",0.007,0,252000,1,1,"1,2",288,72,10,0.898218777480112,48899,0.919144496609285,40257,0.456401194650919,59548,0.380812865100628,59548
"10","AUTOPILOT",3600,1,"max",0.99,"fixed","j-quantile",0.009,0,252000,1,1,"1,2",288,12,10,0.860100239703639,50479,0.872849604221636,37900,0.507581641716147,59548,0.39003055654588,59548
"11","AUTOPILOT",3600,1,"max",0.99,"fixed","j-quantile",0.009,0,252000,1,1,"1,2",288,36,10,0.870388040712468,50304,0.892166679503967,38949,0.492691632135127,59548,0.388215943452212,59548
"12","AUTOPILOT",3600,1,"max",0.99,"fixed","j-quantile",0.009,0,252000,1,1,"1,2",288,72,10,0.875771892336947,51011,0.900756120080852,40073,0.487360814928526,59548,0.389297996212932,59548
"13","AUTOPILOT",3600,1,"max",0.99,"fixed","j-quantile",0.01,0,252000,1,1,"1,2",288,12,10,0.847754783287778,51220,0.862939006788903,37414,0.517204180954176,59548,0.387535079561428,59548
"14","AUTOPILOT",3600,1,"max",0.99,"fixed","j-quantile",0.01,0,252000,1,1,"1,2",288,36,10,0.857559448086897,51095,0.881193269005696,38449,0.503664498876508,59548,0.386663082448826,59548
"15","AUTOPILOT",3600,1,"max",0.99,"fixed","j-quantile",0.01,0,252000,1,1,"1,2",288,72,10,0.863558025599814,51641,0.891328543964383,39532,0.499192007334297,59548,0.38982229414,59548
"16","AUTOPILOT",3600,1,"max",0.99,"fixed","j-quantile",0.02,0,252000,1,1,"1,2",288,12,10,0.75608198127498,54793,0.804099881383254,32879,0.55574582098009,59548,0.356178114234492,59548
"17","AUTOPILOT",3600,1,"max",0.99,"fixed","j-quantile",0.02,0,252000,1,1,"1,2",288,36,10,0.762205691174346,55384,0.820589617101245,34056,0.551903510887179,59548,0.362136270203176,59548
"18","AUTOPILOT",3600,1,"max",0.99,"fixed","j-quantile",0.02,0,252000,1,1,"1,2",288,72,10,0.766925418295121,55523,0.828712385678428,34661,0.548603098946463,59548,0.365366518727914,59548
"19","AUTOPILOT",3600,1,"max",0.99,"fixed","j-quantile",0.05,0,252000,1,1,"1,2",288,12,10,0.539785288551671,56541,0.744699018073146,21081,0.453072954797541,59548,0.231027452949783,59548
"20","AUTOPILOT",3600,1,"max",0.99,"fixed","j-quantile",0.05,0,252000,1,1,"1,2",288,36,10,0.547088133436992,56596,0.764039296321682,21885,0.453997178326902,59548,0.240339096276475,59548
"21","AUTOPILOT",3600,1,"max",0.99,"fixed","j-quantile",0.05,0,252000,1,1,"1,2",288,72,10,0.551406658655545,56588,0.774686940966011,22360,0.453062020913619,59548,0.245391616548874,59548
