"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20"
"1633748",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"223811",0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2
"1948107",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,2
"1962655",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"586116",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"964155",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
"1942922",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"929647",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1338378",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"633346",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1650389",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1641245",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2
"1663289",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"618849",1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,7
"1054084",0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1
"811237",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,5
"955492",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"948898",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"8383",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
"737498",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1041019",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1985204",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"948601",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4
"1331037",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6
"1669601",0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,13
"893041",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"847832",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1102195",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"592977",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"1471895",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1958442",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2
"948001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"964235",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1650226",0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2
"8201",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1546130",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1221713",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"943424",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"706726",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"809906",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
