"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20"
"1633748",2,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"223811",2,1,3,0,1,4,0,5,0,2,0,1,0,0,3,0,1,1,1,2
"1948107",0,2,0,1,0,2,1,1,1,0,0,2,1,0,1,0,0,0,0,0
"1962655",0,1,0,1,1,0,0,0,2,2,0,1,0,0,2,0,0,0,1,1
"586116",1,0,2,3,1,0,0,1,1,0,1,2,0,0,0,0,1,0,0,4
"964155",0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"1942922",1,0,0,1,2,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0
"929647",1,3,3,2,0,6,3,3,0,2,4,2,2,0,0,1,0,1,0,2
"1338378",1,1,3,3,0,0,2,0,2,0,3,0,0,0,1,0,0,0,1,0
"633346",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1650389",2,3,6,1,1,1,3,5,2,4,3,8,2,1,1,2,0,0,2,11
"1641245",0,0,0,1,0,0,2,1,0,1,1,9,0,0,0,1,0,0,0,2
"1663289",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"618849",1,2,0,3,4,2,1,0,0,3,0,7,0,1,0,0,0,0,0,3
"1054084",3,0,3,1,2,0,0,1,2,0,1,4,1,0,0,0,0,0,0,1
"811237",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14
"955492",0,0,1,1,2,2,0,0,1,0,3,1,0,0,0,0,0,0,0,0
"948898",2,4,3,0,1,1,3,0,1,0,0,3,1,0,0,0,1,0,0,0
"8383",0,3,2,1,1,2,0,1,2,2,0,7,0,0,0,0,0,0,0,3
"737498",1,1,0,0,2,0,0,1,1,0,2,0,0,0,0,0,0,0,0,7
"1041019",1,1,0,1,0,0,0,1,0,0,0,3,1,0,0,1,1,1,1,1
"1985204",1,0,3,0,1,3,0,2,0,0,1,3,0,1,1,1,0,0,0,4
"948601",3,2,0,2,2,0,1,2,0,1,1,5,0,0,0,0,0,0,0,1
"1331037",5,3,1,0,2,0,3,1,1,0,0,1,1,1,2,0,0,0,0,0
"1669601",6,2,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"893041",0,1,1,2,0,2,0,4,1,2,2,2,0,0,0,0,0,0,0,1
"847832",2,1,3,2,3,1,1,2,3,1,3,2,0,1,0,0,0,0,0,0
"1102195",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
