"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20"
"1633748",3,2,2,2,0,3,0,1,1,2,4,4,1,1,1,0,0,0,1,8
"223811",2,2,2,1,2,3,0,1,0,1,1,1,0,0,2,1,0,0,1,5
"1948107",0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"1962655",0,0,1,0,1,1,1,0,2,0,0,1,0,0,0,1,1,0,0,2
"586116",3,4,6,1,1,5,3,1,1,1,0,7,0,1,0,2,1,0,0,4
"964155",3,0,0,2,0,1,0,0,0,0,0,3,4,0,0,0,0,0,0,5
"1942922",108,12,0,0,0,0,0,0,0,0,0,0,1,6,2,0,0,0,0,4
"929647",1,1,0,0,0,0,2,2,1,0,1,3,1,2,0,0,0,0,1,21
"1338378",0,1,2,0,5,1,3,0,3,1,1,2,1,0,1,2,1,1,2,3
"633346",5,2,3,1,3,5,1,4,1,1,5,2,2,0,1,2,4,2,1,11
"1650389",4,6,1,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1641245",0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0
"1663289",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"618849",4,4,3,2,2,2,4,4,3,2,1,0,2,0,1,0,2,0,0,7
"1054084",1,1,1,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0
"811237",1,0,1,1,0,4,1,0,1,1,2,2,0,0,1,0,0,1,1,3
"955492",6,3,1,3,0,4,6,4,0,3,3,5,2,0,4,1,0,1,3,3
"948898",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8383",2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"737498",0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1041019",1,2,0,0,1,0,0,2,0,0,0,3,0,0,0,0,0,2,2,1
"1985204",2,1,0,0,2,1,1,0,0,0,0,3,0,1,2,0,0,0,0,5
"948601",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1331037",1,2,1,0,1,1,0,0,0,0,0,2,0,1,1,1,1,0,0,10
"1669601",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"893041",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"847832",3,1,3,1,3,1,1,2,2,1,3,2,0,1,0,0,0,0,0,0
