"","name","window_size","extrap_step","response","target","train_policy","res_dist","outlier_type","cut_off_prob","granularity","train_size","model_num","update_freq","react_speed","outlier_cval","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1","ARIMA",12,1,"max",0.99,"dynamic","normal","None",0.001,0,840,1,3,"1,2",NA,0.970411552686753,42449,0.974336613927993,40135,0.279180094297065,59249,0.265133108675247,59249
"2","ARIMA",12,1,"max",0.99,"dynamic","normal","None",0.003,0,840,1,3,"1,2",NA,0.963200921638567,45137,0.968162702843973,42089,0.32312154731965,59249,0.303421427078785,59249
"3","ARIMA",12,1,"max",0.99,"dynamic","normal","None",0.005,0,840,1,3,"1,2",NA,0.958723798444602,46419,0.964795787609795,42921,0.349433027204849,59249,0.325927367944007,59249
"4","ARIMA",12,1,"max",0.99,"dynamic","normal","None",0.01,0,840,1,3,"1,2",NA,0.950803424570874,47422,0.958165392633773,43170,0.384390627718943,59249,0.353869324242125,59249
"5","ARIMA",12,1,"max",0.99,"dynamic","normal","None",0.03,0,840,1,3,"1,2",NA,0.932470265869785,50363,0.943021810374054,44245,0.447472118846935,59249,0.400275105840538,59249
"6","ARIMA",12,1,"max",0.99,"dynamic","normal","None",0.05,0,840,1,3,"1,2",NA,0.918889267203874,52866,0.931210021911866,45181,0.481777995387338,59249,0.421164980315025,59249
"7","ARIMA",12,1,"max",0.99,"dynamic","normal","None",0.001,0,840,1,9,"1,2",NA,0.969335564616871,42427,0.974620682771012,40072,0.277327109888814,59249,0.262307391483212,59249
"8","ARIMA",12,1,"max",0.99,"dynamic","normal","None",0.003,0,840,1,9,"1,2",NA,0.961841375485302,45075,0.96867257480465,41976,0.322106732526075,59249,0.301609361832266,59249
"9","ARIMA",12,1,"max",0.99,"dynamic","normal","None",0.005,0,840,1,9,"1,2",NA,0.957399199621326,46478,0.965308357214417,42921,0.348565009899382,59249,0.32418889537583,59249
"10","ARIMA",12,1,"max",0.99,"dynamic","normal","None",0.01,0,840,1,9,"1,2",NA,0.949329296497204,47562,0.95853088789694,43237,0.384861859389704,59249,0.353448471884169,59249
"11","ARIMA",12,1,"max",0.99,"dynamic","normal","None",0.03,0,840,1,9,"1,2",NA,0.931134110383314,50533,0.94367784992785,44352,0.447462871634094,59249,0.399532286934222,59249
"12","ARIMA",12,1,"max",0.99,"dynamic","normal","None",0.05,0,840,1,9,"1,2",NA,0.917116640863951,52966,0.931606905710491,45180,0.481776105231112,59249,0.4204907832674,59249
"13","ARIMA",12,1,"max",0.99,"dynamic","normal","None",0.001,0,840,1,27,"1,2",NA,0.967685983795471,42087,0.975027718979942,39684,0.274288196945315,59249,0.258926481309793,59249
"14","ARIMA",12,1,"max",0.99,"dynamic","normal","None",0.003,0,840,1,27,"1,2",NA,0.960144286093653,45188,0.96885343493273,41995,0.321559135293243,59249,0.300381501725411,59249
"15","ARIMA",12,1,"max",0.99,"dynamic","normal","None",0.005,0,840,1,27,"1,2",NA,0.955133144961041,46716,0.964935125331349,43006,0.348328230567439,59249,0.322963096015017,59249
"16","ARIMA",12,1,"max",0.99,"dynamic","normal","None",0.01,0,840,1,27,"1,2",NA,0.94682187421489,47764,0.958396858396858,43290,0.384667949604906,59249,0.352470822366929,59249
"17","ARIMA",12,1,"max",0.99,"dynamic","normal","None",0.03,0,840,1,27,"1,2",NA,0.92935189933336,50702,0.944199342727232,44426,0.447594788024938,59249,0.399202686759639,59249
"18","ARIMA",12,1,"max",0.99,"dynamic","normal","None",0.05,0,840,1,27,"1,2",NA,0.914808526693077,53010,0.931748636303162,45098,0.481087156195697,59249,0.418818690745599,59249
"19","ARIMA",12,1,"max",0.99,"dynamic","normal","None",0.001,0,840,1,81,"1,2",NA,0.960064532141971,40290,0.972882348244937,37577,0.274115621397379,56561,0.256509598530874,56561
"20","ARIMA",12,1,"max",0.99,"dynamic","normal","None",0.003,0,840,1,81,"1,2",NA,0.952495201535509,43764,0.966525013047044,40239,0.322513037872631,56561,0.298539317422898,56561
"21","ARIMA",12,1,"max",0.99,"dynamic","normal","None",0.005,0,840,1,81,"1,2",NA,0.947941431332904,45007,0.962923238183458,41023,0.348523839288084,56561,0.320417864239255,56561
"22","ARIMA",12,1,"max",0.99,"dynamic","normal","None",0.01,0,840,1,81,"1,2",NA,0.938096173575186,45813,0.956578947368421,41040,0.383739658367459,56561,0.348774774477792,56561
"23","ARIMA",12,1,"max",0.99,"dynamic","normal","None",0.03,0,840,1,81,"1,2",NA,0.918406655328566,48803,0.941100969766115,42072,0.444010395918873,56561,0.391866979395108,56561
"24","ARIMA",12,1,"max",0.99,"dynamic","normal","None",0.05,0,840,1,81,"1,2",NA,0.903760974452266,50572,0.928564676969611,42318,0.473917250880019,56561,0.408374265139051,56561
