"","name","window_size","extrap_step","response","target","train_policy","res_dist","outlier_type","cut_off_prob","granularity","train_size","model_num","update_freq","react_speed","outlier_cval","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1","ARIMA",12,1,"avg",0.99,"offline","normal","None",2e-04,0,840,1,3,"1,2",NA,0.905216542062369,59388,0.952484664415449,50047,0.846446989683265,59400,0.749567730967815,59400
"2","ARIMA",12,1,"avg",0.99,"offline","normal","None",4e-04,0,840,1,3,"1,2",NA,0.901971679210655,59391,0.949975862901279,49716,0.846012396491642,59400,0.744915493285106,59400
"3","ARIMA",12,1,"avg",0.99,"offline","normal","None",6e-04,0,840,1,3,"1,2",NA,0.899518469879112,59394,0.948674426123505,49488,0.845264222419879,59400,0.741872693094928,59400
"4","ARIMA",12,1,"avg",0.99,"offline","normal","None",8e-04,0,840,1,3,"1,2",NA,0.897683267670135,59394,0.947475157168931,49310,0.844672919522001,59400,0.739264968206355,59400
"5","ARIMA",12,1,"avg",0.99,"offline","normal","None",0.001,0,840,1,3,"1,2",NA,0.896354912029632,59395,0.946505906512413,49183,0.844326408227891,59400,0.737408859503973,59400
"6","ARIMA",12,1,"avg",0.99,"offline","normal","None",0.003,0,840,1,3,"1,2",NA,0.88542806633555,59395,0.937505202697078,48052,0.838487885019679,59400,0.718035083539687,59400
"7","ARIMA",12,1,"avg",0.99,"offline","normal","None",0.005,0,840,1,3,"1,2",NA,0.880568369305364,59398,0.933764950707334,47573,0.836149610663853,59400,0.710016598363696,59400
"8","ARIMA",12,1,"avg",0.99,"offline","normal","None",0.01,0,840,1,3,"1,2",NA,0.871597164935437,59399,0.926257605621733,46676,0.830817145653849,59400,0.693746812303259,59400
"9","ARIMA",12,1,"avg",0.99,"offline","normal","None",0.02,0,840,1,3,"1,2",NA,0.861411808279601,59399,0.918093070087116,45686,0.824569909760595,59400,0.676090702028572,59400
"10","ARIMA",12,1,"avg",0.99,"offline","normal","None",0.03,0,840,1,3,"1,2",NA,0.853263522954932,59399,0.911384793550399,44902,0.818888845494618,59400,0.661447741748027,59400
"11","ARIMA",12,1,"avg",0.99,"offline","normal","None",0.04,0,840,1,3,"1,2",NA,0.846192696846748,59399,0.905116258029494,44212,0.813655597903276,59400,0.648102542704477,59400
"12","ARIMA",12,1,"avg",0.99,"offline","normal","None",0.05,0,840,1,3,"1,2",NA,0.839441741443459,59399,0.899315760470242,43552,0.808387877102545,59400,0.635341586180041,59400
