"","name","window_size","extrap_step","response","target","train_policy","cluster_type","cut_off_prob","granularity","train_size","model_num","update_freq","react_speed","state_num","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1","MARKOV",12,1,"max",0.99,"offline","fixed",1e-04,0,840,1,3,"1,2",8,0.934306134603931,16790,0.97989916846723,15273,0.110757966363488,59249,0.103776215249549,59249
"2","MARKOV",12,1,"max",0.99,"offline","fixed",3e-04,0,840,1,3,"1,2",8,0.934306134603931,16790,0.97989916846723,15273,0.110757966363488,59249,0.103776215249549,59249
"3","MARKOV",12,1,"max",0.99,"offline","fixed",5e-04,0,840,1,3,"1,2",8,0.934306134603931,16790,0.97989916846723,15273,0.110757966363488,59249,0.103776215249549,59249
"4","MARKOV",12,1,"max",0.99,"offline","fixed",0.001,0,840,1,3,"1,2",8,0.934306134603931,16790,0.97989916846723,15273,0.110757966363488,59249,0.103776215249549,59249
"5","MARKOV",12,1,"max",0.99,"offline","fixed",0.003,0,840,1,3,"1,2",8,0.936493327197423,17384,0.980586196028995,15865,0.112326344993414,59249,0.105339867209575,59249
"6","MARKOV",12,1,"max",0.99,"offline","fixed",0.005,0,840,1,3,"1,2",8,0.936493327197423,17384,0.980586196028995,15865,0.112326344993414,59249,0.105339867209575,59249
"7","MARKOV",12,1,"max",0.99,"offline","fixed",0.01,0,840,1,3,"1,2",8,0.936493327197423,17384,0.980586196028995,15865,0.112326344993414,59249,0.105339867209575,59249
"8","MARKOV",12,1,"max",0.99,"offline","fixed",0.03,0,840,1,3,"1,2",8,0.92334850878008,32289,0.96685582982279,28723,0.234798508738473,59249,0.215537485627572,59249
"9","MARKOV",12,1,"max",0.99,"offline","fixed",0.05,0,840,1,3,"1,2",8,0.913909956430531,37182,0.958667489204195,32420,0.294361760553565,59249,0.265529181289511,59249
"10","MARKOV",12,1,"max",0.99,"offline","fixed",0.06,0,840,1,3,"1,2",8,0.906913866357667,41424,0.954013964052379,35663,0.322686405568583,59249,0.28724812420852,59249
"11","MARKOV",12,1,"max",0.99,"offline","fixed",0.07,0,840,1,3,"1,2",8,0.900637821885858,42018,0.951419152977986,35796,0.329412293837902,59249,0.290477515922253,59249
"12","MARKOV",12,1,"max",0.99,"offline","fixed",0.08,0,840,1,3,"1,2",8,0.887447255003723,44317,0.947716475923127,37048,0.349235443738862,59249,0.305862666811353,59249
