"","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w","trace_name"
"1",0.978114478114478,594,0.984265734265734,572,0.898622557181983,594,0.871449396487466,594,"1633748"
"2",0.991582491582492,594,0.993162393162393,585,0.977470530140717,594,0.964449828980027,594,"223811"
"3",0.986509274873524,593,0.986135181975737,577,0.863711962089147,594,0.839449100410625,594,"1948107"
"4",0.983164983164983,594,0.982578397212544,574,0.965287708024373,594,0.932568024065498,594,"1962655"
"5",0.983164983164983,594,0.987868284228769,577,0.889694313070966,594,0.87088938905037,594,"586116"
"6",0.98989898989899,594,0.993150684931507,584,0.960261172803479,594,0.948180911754172,594,"964155"
"7",0.994949494949495,594,0.994897959183674,588,0.944716857029523,594,0.935414842960972,594,"1942922"
"8",0.998316498316498,594,0.998310810810811,592,0.973424767969836,594,0.970213053283663,594,"929647"
"9",0.984848484848485,594,0.98961937716263,578,0.940725415368707,594,0.920806588881697,594,"1338378"
"10",0.994949494949495,594,0.994897959183674,588,0.958926651305729,594,0.949328153828099,594,"633346"
"11",0.981481481481482,594,0.986062717770035,574,0.866958984660244,594,0.84313188378677,594,"1650389"
"12",0.988215488215488,594,0.989672977624785,581,0.929538896187743,594,0.911497089809326,594,"1641245"
"13",0.994575045207957,553,0.994515539305302,547,0.256472572594021,594,0.254451429683772,594,"1663289"
"14",0.988215488215488,594,0.993127147766323,582,0.921991524256325,594,0.909555825254709,594,"618849"
"15",0.993265993265993,594,0.996592844974446,587,0.926393031887265,594,0.921149880805835,594,"1054084"
"16",0.981481481481482,594,0.980769230769231,572,0.965186265066693,594,0.92908373006788,594,"811237"
"17",0.994949494949495,594,0.994897959183674,588,0.861339116624671,594,0.852702079614569,594,"955492"
"18",0.986531986531986,594,0.987910189982729,579,0.92954704646315,594,0.908531800372629,594,"948898"
"19",0.991582491582492,594,0.991438356164384,584,0.945035366804639,594,0.931123221302822,594,"8383"
"20",0.986531986531986,594,0.986183074265976,579,0.708837896190189,594,0.695645374991761,594,"737498"
"21",0.978114478114478,594,0.977112676056338,568,0.962512568848208,594,0.919797743426032,594,"1041019"
"22",0.98989898989899,594,0.989690721649485,582,0.959840968118833,594,0.940634056244723,594,"1985204"
"23",0.991582491582492,594,0.991438356164384,584,0.954201022730963,594,0.938747154886201,594,"948601"
"24",0.994949494949495,594,0.994897959183674,588,0.930733062167468,594,0.921136379689897,594,"1331037"
"25",0.98989898989899,594,0.993138936535163,583,0.934963108007305,594,0.922213250281389,594,"1669601"
"26",0.991582491582492,594,0.993150684931507,584,0.981638875555597,594,0.966857648669961,594,"893041"
"27",1,594,1,594,0.980070697935851,594,0.980070697935851,594,"847832"
"28",0.998316498316498,594,0.998310810810811,592,0.965158647859843,594,0.962103412713753,594,"1102195"
"29",0.991582491582492,594,0.993162393162393,585,0.954754480249784,594,0.94259947204229,594,"592977"
"30",0.984848484848485,594,0.986111111111111,576,0.921999362992065,594,0.896111185961673,594,"1471895"
"31",0.976430976430976,594,0.975265017667845,566,0.96010579583644,594,0.914132481116213,594,"1958442"
"32",0.98989898989899,594,0.989690721649485,582,0.93634971595739,594,0.918373674523997,594,"948001"
"33",0.993265993265993,594,0.99488926746167,587,0.882662008889515,594,0.874791709387499,594,"964235"
"34",0.983164983164983,594,0.984347826086956,575,0.926438379007691,594,0.899950481605214,594,"1650226"
"35",0.98989898989899,594,0.989690721649485,582,0.920030329481806,594,0.902603042457417,594,"8201"
"36",0.97979797979798,594,0.982517482517482,572,0.920498089427296,594,0.889785225256713,594,"1546130"
"37",0.98989898989899,594,0.991408934707904,582,0.946275033322657,594,0.929801002879901,594,"1221713"
"38",0.981481481481482,594,0.986038394415358,573,0.894921663991072,594,0.867705345004149,594,"943424"
"39",0.978114478114478,594,0.980633802816901,568,0.927985020899935,594,0.88944682547606,594,"706726"
"40",0.974903474903475,518,0.983870967741935,496,0.687970293018401,594,0.671764111043236,594,"809906"
"41",0.986531986531986,594,0.989655172413793,580,0.944951827792504,594,0.927405767139187,594,"611375"
"42",0.989881956155143,593,0.99486301369863,584,0.936045571063918,594,0.927446439669724,594,"1547003"
"43",0.978114478114478,594,0.977112676056338,568,0.962370165299604,594,0.919669023215986,594,"1946494"
"44",0.986531986531986,594,0.987910189982729,579,0.850332102652114,594,0.831751363697821,594,"1545927"
"45",0.988215488215488,594,0.989672977624785,581,0.951025559401079,594,0.933081824224442,594,"618853"
