"","utilization","survival","correct_scheduled_rate","correct_unscheduled_rate"
"1633748",0.839189124119224,0.829059829059829,0.93558282208589,0.540540540540541
"223811",0.885937437701294,0.865269461077844,0.996960486322188,0
"1948107",0.844522631355455,0.920821114369501,0.969465648854962,0.072562358276644
"1962655",0.892298628499147,0.868571428571429,0.721556886227545,0.0419287211740042
"586116",0.783019424927673,0.869688385269122,0.93953488372093,0.276543209876543
"964155",0.85605883422988,0.866096866096866,0.976401179941003,NA
"1942922",0.521342103911746,0.743975903614458,0.353260869565217,0.587708066581306
"929647",0.539193662804445,0.485955056179775,1,0
"1338378",0.868928176107898,0.821917808219178,0.912676056338028,0.6
"633346",0.838134904510362,0.97289156626506,1,NA
"1650389",0.801599017597032,0.833333333333333,0.784313725490196,0.196197718631179
"1641245",0.881322579392307,0.912536443148688,0.916058394160584,0.108974358974359
"1663289",0,NA,NA,0.226598702502317
"618849",0.795116175243124,0.637440758293839,0.817109144542773,0.0217391304347826
"1054084",0.855493033458474,0.788918205804749,0.847058823529412,0.0318690783807063
"811237",0.926787981379602,0.931750741839763,0.875,0.0954653937947494
"955492",0.692977632268873,0.723342939481268,0.903426791277259,0.0287081339712919
"948898",0.849481971235771,0.902366863905325,0.71563981042654,0.0716945996275605
"8383",0.859678463296077,0.87719298245614,0.615384615384615,0.11681136543015
"737498",0.314202591906903,0.0889526542324247,NA,0.126969416126043
"1041019",0.922491463721904,0.911764705882353,0.644444444444444,0.125406107862248
"1985204",0.879081218129039,0.781578947368421,NA,0.0940685820203892
"948601",0.840502214882965,0.844574780058651,0.616666666666667,0.113665389527458
"1331037",0.728466353226225,0.6125,1,0
"1669601",0.732180619480035,0.978915662650602,1,0.432146294513956
"893041",0.881796796327477,0.957831325301205,0.982758620689655,0.0874125874125874
"847832",0.885060403189723,0.936936936936937,1,NA
"1102195",0.737921785311947,0.761627906976744,1,NA
"592977",0.89505691029017,0.912536443148688,0.604651162790698,0.154239019407559
"1471895",0.853840769153845,0.826210826210826,0.833855799373041,0.0850439882697947
"1958442",0.915091918880012,0.9,0.730263157894737,0.202702702702703
"948001",0.859219395090552,0.860869565217391,0.851485148514851,0.0565832426550598
"964235",0.730456198410713,0.750670241286863,1,0
"1650226",0.902610341735578,0.947058823529412,0.927710843373494,0.00940733772342427
"8201",0.825536269817191,0.882352941176471,0.942307692307692,0.0518867924528302
"1546130",0.759953202486554,0.791666666666667,0.437869822485207,0.581037796284433
"1221713",0.854220098656547,0.908284023668639,0.648648648648649,0.111298482293423
"943424",0.794499670065348,0.911242603550296,0.717948717948718,0.184195565662308
"706726",0.811828491842419,0.882005899705015,0.743801652892562,0.192636423405654
"809906",0.7929077700987,0.74937343358396,0.907514450867052,0.357913669064748
"611375",0.90640590203909,0.898255813953488,0.971428571428571,0.0287958115183246
"1547003",0.866893600637049,0.906344410876133,0.92822966507177,0.0440251572327044
"1946494",0.932529778907985,0.955089820359281,0.689655172413793,0.1012909632572
"1545927",0.568943664676587,0.978978978978979,NA,0.523169601482855
"618853",0.8062698868082,0.662735849056604,0.798165137614679,0.237677984665936
"2008368",0.713860030603205,0.938053097345133,0.75,0.0370544090056285
"943904",0.795330417001009,0.894894894894895,0.716814159292035,0.214107365792759
"1633630",0.73140132269876,0.586901763224181,0.967647058823529,0
"1114910",0.495134630482293,1,NA,0.565801668211307
"1023683",0.865593040602477,0.882882882882883,1,NA
"793205",0.867476271104018,0.919161676646707,0.937062937062937,0.225832012678288
"1221771",0.667550959638342,0.612068965517241,0.972222222222222,0.161554192229039
"1054467",0.916344555321334,0.958208955223881,0.979381443298969,0.00770925110132159
"715945",0.795201292383383,0.684782608695652,0.787965616045845,0.108208955223881
"1054036",0.887111647775439,0.914454277286136,0.795275590551181,0.0731034482758621
"612046",0.881371652571849,0.898843930635838,0.92816091954023,0
"1102397",0.539282434529276,0.246411483253589,0.966417910447761,0.123913043478261
"358485",0.822954942306069,0.908284023668639,0.913461538461538,0.103148024112525
"810877",0.883767484074542,0.872881355932203,0.712871287128713,0.220951234196267
"1126",0.841130465233914,0.764397905759162,0.808510638297872,0.104808877928483
