"","utilization","survival","correct_scheduled_rate","correct_unscheduled_rate"
"1633748",0.774111475294499,0.989130434782609,1,0.115384615384615
"223811",0.910579473551054,0.989130434782609,0.964285714285714,0
"1948107",0.684370704587662,0.978260869565217,1,0.0444444444444444
"1962655",0.869698723184264,0.989130434782609,NA,0.195652173913043
"586116",0.541591016885636,0.955555555555556,1,0.213333333333333
"964155",0.79834132500722,0.945652173913043,0.986111111111111,0
"1942922",0.366133093500013,1,NA,0.695652173913043
"929647",0.736142469468375,0.956521739130435,1,0
"1338378",0.817581404468072,0.956521739130435,1,0.0246913580246914
"633346",0.727035301705045,0.989130434782609,1,0
"1650389",0.619888544709359,0.945652173913043,NA,0.260869565217391
"1641245",0.76130533395447,0.967391304347826,NA,0.0652173913043478
"1663289",0.00468084665335002,0.454545454545455,1,0.072289156626506
"618849",0.739202914444712,0.967391304347826,1,0.16
"1054084",0.715884226009941,0.967391304347826,NA,0.0978260869565217
"811237",0.918571756013212,0.989130434782609,NA,0.141304347826087
"955492",0.441452121384119,0.988235294117647,1,0.0384615384615385
"948898",0.767758946575295,0.978260869565217,NA,0.0978260869565217
"8383",0.790072658677685,0.967391304347826,NA,0.228260869565217
"737498",0.442583254138351,0.717391304347826,NA,0.282608695652174
"1041019",0.884394233397191,0.978260869565217,NA,0.141304347826087
"1985204",0.712845207507348,0.815217391304348,NA,0.25
"948601",0.753294325309131,0.978260869565217,NA,0.228260869565217
"1331037",0.774462486222489,0.989130434782609,1,0
"1669601",0.653570982924333,0.978260869565217,NA,0.369565217391304
"893041",0.837568468894113,0.956521739130435,0.952380952380952,0.02
"847832",0.816759275968013,0.978260869565217,1,0
"1102195",0.79875838620816,0.989130434782609,1,0
"592977",0.795379906615173,0.967391304347826,NA,0.33695652173913
"1471895",0.786651713130524,0.978260869565217,0.956521739130435,0.0289855072463768
"1958442",0.886219630876593,0.956521739130435,NA,0.16304347826087
"948001",0.759994387070036,0.956521739130435,NA,0.173913043478261
"964235",0.619089500211528,0.978260869565217,1,0
"1650226",0.795194211474121,1,NA,0
"8201",0.725818290012454,0.978260869565217,NA,0.0326086956521739
"1546130",0.71416919358075,0.945652173913043,0.75,0.420454545454545
"1221713",0.782631369101429,0.967391304347826,NA,0.173913043478261
"943424",0.575755637395233,0.945652173913043,NA,0.33695652173913
"706726",0.624153225689403,0.934782608695652,0.8,0.333333333333333
"809906",0.505042219733743,0.957142857142857,1,0.294117647058824
"611375",0.869260309539434,0.956521739130435,1,0.025
"1547003",0.754880726386522,0.967391304347826,NA,0.152173913043478
"1946494",0.887712856026638,0.989130434782609,NA,0.217391304347826
"1545927",0.431892427177094,0.989130434782609,NA,0.978260869565217
"618853",0.753640531039227,0.978260869565217,NA,0.206521739130435
"2008368",0.22518585372848,0.945652173913043,NA,0.108695652173913
"943904",0.514229164884022,0.869565217391304,NA,0.358695652173913
"1633630",0.897160674231544,0.989130434782609,1,0
"1114910",0.427150205652097,0.989130434782609,NA,1
"1023683",0.808622129489141,0.989130434782609,1,NA
"793205",0.722077340610213,0.967391304347826,NA,0.206521739130435
"1221771",0.488423342630159,0.987012987012987,1,0.0789473684210526
"1054467",0.811684420102061,0.978260869565217,1,0
"715945",0.89163950506074,0.956521739130435,1,0.144444444444444
"1054036",0.817441685043328,0.923913043478261,0.833333333333333,0.162790697674419
"612046",0.743193132567966,0.902173913043478,1,0.0357142857142857
"1102397",0.43743174516958,0.681318681318681,0.96875,0.1
"358485",0.60874656269444,0.956521739130435,NA,0.16304347826087
"810877",0.722596867360001,0.902173913043478,0.8,0.275862068965517
"1126",0.732496124730983,0.967391304347826,NA,0.16304347826087
"715737",0.774058856704554,0.956521739130435,NA,0.195652173913043
"1099406",0.71963960369001,1,1,0
"1220694",0.719719263366232,0.978260869565217,NA,0.173913043478261
"943893",0.702291136874428,0.978260869565217,NA,0.130434782608696
"809838",0.640901159132727,0.967391304347826,NA,0.304347826086957
"1054436",0.775953779991546,0.978260869565217,NA,0.108695652173913
"817395",0.215351545812634,0.705882352941177,1,0
"586036",0.835360807425416,0.989130434782609,1,0.021978021978022
"706714",0.708104001430808,0.978260869565217,NA,0.0760869565217391
"1220878",0.742407182450258,0.967391304347826,NA,0.16304347826087
"955414",0.586207375661223,0.956521739130435,NA,1
"1555181",0.67729075251172,0.989130434782609,1,0
"1739024",0.98287206660421,1,1,0
"1652570",0.87381206663384,1,NA,0.173913043478261
"1220941",0.683488367264323,0.967391304347826,NA,0.0652173913043478
"1947988",0.765966635713466,0.978260869565217,NA,0.0543478260869565
"807274",0.798144057805242,0.989130434782609,NA,0.130434782608696
"1475279",0.652992926257445,0.923913043478261,1,0
"594559",0.6743000402408,0.945652173913043,NA,0.173913043478261
"965207",0.891211741404792,1,NA,0.25
"942980",0.7358732497376,0.978260869565217,1,0
"715586",0.70741290647098,0.967391304347826,1,0.032967032967033
"799526",0.166881206608434,1,1,0.261363636363636
"1641403",0.719818355032051,0.978260869565217,NA,0.16304347826087
"1615370",0.897687701901098,0.978260869565217,NA,0.130434782608696
"1771782",0.678368359909304,0.978260869565217,1,0.0161290322580645
"1948338",0.728937345911851,0.956521739130435,0.933333333333333,0.012987012987013
"1035359",0.310790968799724,0.565217391304348,NA,1
"780697",0.86047387496455,0.989130434782609,NA,0.130434782608696
"1061254",0.886008292561432,0.923913043478261,1,0.173333333333333
"1938269",0.443917195953416,0.956521739130435,0.96078431372549,0.024390243902439
"827636",0.0589937183252617,1,NA,0.119565217391304
"1629198",0.599996865552776,0.989130434782609,NA,0.206521739130435
"605145",0.42134184424974,0.967391304347826,NA,0.0434782608695652
"1053575",0.717608418357071,0.956521739130435,NA,0.108695652173913
"1947803",0.630071486794178,0.978260869565217,NA,0.0978260869565217
"706990",0.660535107495114,0.967391304347826,NA,0.228260869565217
"1061169",0.935741978591871,1,NA,0.0869565217391304
"282785",0.950533836653336,1,1,NA
"825849",0.813775887966665,1,1,0.0263157894736842
