"","utilization_rate1","utilization_rate2","survival_rate","correct_scheduled_rate","correct_unscheduled_rate"
"1633748",0.854154331951845,0.830258656520766,0.977777777777778,0.96969696969697,0.404494382022472
"223811",0.947401377582968,0.940944779870954,0.995495495495496,NA,0.00485100485100485
"1948107",0.759961746891935,0.728328114259528,0.990950226244344,1,0.0174165457184325
"1962655",0.943567297170549,0.938566597125938,0.990990990990991,NA,0.171171171171171
"586116",0.752176436448056,0.704135224871717,0.995495495495496,0.991452991452991,0.264750378214826
"964155",0.829943599384721,0.777986942764449,0.939655172413793,0.993939393939394,0
"1942922",0.64761033615367,0.436279607163489,1,NA,0.5003465003465
"929647",0.831627250264737,0.764449011045466,0.981981981981982,1,NA
"1338378",0.848131974769529,0.83654152929916,0.986486486486487,1,0.0160726764500349
"633346",0.83821758329988,0.77097756854057,0.990990990990991,1,0
"1650389",0.757618710134656,0.686880044978113,0.891774891774892,0.80952380952381,0.414930555555556
"1641245",0.842608834316696,0.820401350774366,0.990990990990991,NA,0.0644490644490645
"1663289",0,0,NA,NA,0.223839223839224
"618849",0.845772734537318,0.816572156000463,0.982222222222222,0.995433789954338,0
"1054084",0.895588701999365,0.856871750104376,0.964285714285714,NA,0.0734580734580735
"811237",0.962570180910792,0.959527387676841,1,NA,0.118503118503119
"955492",0.821616451458632,0.759952816278384,0.990990990990991,1,0.0120300751879699
"948898",0.845409862058031,0.812051832015534,0.964912280701754,NA,0.0810810810810811
"8383",0.847457627118644,0.807475496419684,0.968468468468468,NA,0.118503118503119
"737498",0.844483058210252,0.81251654429692,0.959459459459459,NA,0.0887040887040887
"1041019",0.961022762706579,0.958035436742307,1,NA,0.0921690921690922
"1985204",0.884149013878744,0.880568421563159,1,NA,0
"948601",0.840153452685422,0.802218208643891,0.981981981981982,NA,0.0914760914760915
"1331037",0.874363327674024,0.831259667765149,0.995495495495496,1,0
"1669601",0.570138664946791,0.52134168816808,0.995495495495496,NA,0.122661122661123
"893041",0.861673732140053,0.806169665809769,0.986547085201794,NA,0.00900900900900901
"847832",0.832319450943691,0.802305475504323,1,1,NA
"1102195",0.879597989949749,0.833550271437189,0.995495495495496,1,NA
"592977",0.822418136020151,0.791805080142982,0.969026548672566,NA,0.158697158697159
"1471895",0.893054393305439,0.869503815757312,0.986547085201794,0.940540540540541,0.136690647482014
"1958442",0.956895180531255,0.940134654703148,0.972972972972973,NA,0.151074151074151
"948001",0.844935189630341,0.813517538904011,0.973451327433628,NA,0.140679140679141
"964235",0.776500638569604,0.705118292871502,0.923076923076923,1,NA
