"","utilization_rate1","utilization_rate2","survival_rate","correct_scheduled_rate","correct_unscheduled_rate"
"1633748",0.757831325301205,0.723358037311526,0.945945945945946,0.488188976377953,0.346774193548387
"223811",0.935831381733021,0.930275870096613,1,1,NA
"1948107",0.906813627254509,0.843527903996272,0.945945945945946,0.633928571428571,NA
"1962655",0.963087248322148,0.941081559360849,0.972972972972973,0.118840579710145,0.382978723404255
"586116",0.742453436095055,0.650544778102578,0.781609195402299,0.827586206896552,0.652977412731006
"964155",0.548387096774194,0.50610894734034,1,1,0
"1942922",0.870341614906832,0.527770875563983,0.945945945945946,NA,0.782322863403945
"929647",0.789897904352499,0.71008775460913,1,1,NA
"1338378",0.852809547488812,0.821108909310955,0.959459459459459,0.657142857142857,NA
"633346",0.872151898734177,0.767367395238758,0.972972972972973,1,NA
"1650389",0.606230529595016,0.480111845171194,0.85,0.285714285714286,0.571428571428571
"1641245",0.939909864797196,0.88608557678438,0.935064935064935,0.352941176470588,0.321428571428571
"1663289",0.184782608695652,0.0114957642241298,0.369565217391304,0.0767754318618042,NA
"618849",0.617818889970789,0.585782428065856,1,1,NA
"1054084",0.938558297048863,0.887770278000229,0.972972972972973,0.303921568627451,0.6
"811237",0.972313467855467,0.966292717050548,1,0.359756097560976,NA
"955492",0.866003062787136,0.763157894736842,0.959459459459459,0.739583333333333,NA
"948898",0.942602671944582,0.871920054924098,0.820224719101124,0.36734693877551,0.220588235294118
"8383",0.896329365079365,0.8256587297558,0.932432432432432,0.229508196721311,0.238546603475513
"737498",0.831501831501832,0.723025879230259,0.522522522522523,0.315789473684211,0.23902027027027
"1041019",0.973333333333333,0.961605812707457,0.986486486486487,0.243697478991597,0.0645161290322581
"1985204",0.877232142857143,0.859193761918064,0.986486486486487,0.514563106796116,0.0168067226890756
"948601",0.89963973237262,0.817002713475196,0.807228915662651,0.154929577464789,0.320975609756098
"1331037",0.852213541666667,0.792679439519588,0.972972972972973,1,NA
"1669601",0.872184389732844,0.748922346473418,0.87012987012987,0.214285714285714,0.250583657587549
"893041",0.930155733836715,0.864926801321355,0.986486486486487,0.878048780487805,NA
"847832",0.776459420977693,0.737915653895307,1,1,NA
"1102195",0.548525798525799,0.509347867418721,1,1,NA
"592977",0.898390342052314,0.824487388276932,0.857142857142857,1,0.345534407027818
"1471895",0.826264690853347,0.791881487124376,0.96,0.848101265822785,0.481481481481481
"1958442",0.976546906187625,0.929494960156209,0.909090909090909,0.155555555555556,0.455938697318008
"948001",0.924288617886179,0.85189087928814,0.945945945945946,0.17156862745098,0.306521739130435
"964235",0.0591526778577138,0.0520444644147928,1,1,NA
"1650226",0.825273722627737,0.796341359028601,0.986486486486487,0.986486486486487,NA
"8201",0.807506702412869,0.73054586123725,0.813953488372093,0.511111111111111,0.470588235294118
"1546130",0.93219512195122,0.875902371949123,0.932432432432432,0.0194552529182879,0.843503937007874
"1221713",0.927693064436793,0.858671320711765,0.896103896103896,0.123456790123457,0.368623676612127
"943424",0.794326241134752,0.712019126276896,0.914285714285714,0.377777777777778,0.827371695178849
"706726",0.784333672431333,0.69821145573919,0.895522388059702,0.32520325203252,0.622641509433962
"809906",0.360228716645489,0.32872211933328,0.811764705882353,0.556818181818182,0.946291560102302
"611375",0.9036969420356,0.875600378345842,0.986301369863014,0.986301369863014,0
"1547003",0.920634920634921,0.860908891780804,0.959459459459459,0.15702479338843,0.226285714285714
"1946494",0.973797046212482,0.960075152653828,0.986486486486487,0.241071428571429,0.152941176470588
"1545927",0.719665271966527,0.47496803886474,0.986486486486487,NA,0.973703433162893
"618853",0.89738430583501,0.844585886746798,0.823529411764706,0.206349206349206,0.453821656050955
"2008368",0.683168316831683,0.569217911735368,0.891891891891892,0.395604395604396,0.112871287128713
"943904",0.725573945541911,0.639688288594553,0.805194805194805,0.548387096774194,0.583465818759936
"1633630",0.906311637080868,0.879729837530247,1,1,NA
"1114910",0.91304347826087,0.604862437412894,0.972972972972973,NA,0.995617238860482
"1023683",0.837117472852912,0.788786254117951,1,1,NA
"793205",0.881364562118126,0.81623136772064,0.944444444444444,0.55421686746988,0.393203883495146
"1221771",0.578196872125115,0.551013698630137,0.986486486486487,0.986486486486487,NA
"1054467",0.879612546125461,0.851677252878126,0.986486486486487,0.986486486486487,NA
"715945",0.972280334728033,0.899008624163778,0.770114942528736,0.132275132275132,0.65625
"1054036",0.896700143472023,0.834993010799243,0.959459459459459,0.230769230769231,0.70353982300885
"612046",0.833163784333672,0.783804979197958,0.922077922077922,0.736842105263158,NA
"1102397",0.6039309112567,0.550596539917646,0.983333333333333,0.6125,0.20045045045045
"358485",0.851642129105323,0.742084920917738,0.58252427184466,0.375838926174497,0.896103896103896
"810877",0.72575086164451,0.685466265355948,0.875,0.476635514018692,0.946022727272727
