"","X","name","window_size","extrap_step","response","target","train_policy","p","cut_off_prob","granularity","train_size","model_num","update_freq","react_speed","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1",1,"VAR1",12,1,"avg",0.99,"offline",1,0.01,0,840,1,3,"1,2",0.80408761090254,59399,0.937594613524933,44259,0.770627237933612,59400,0.66831255276786,59400
