"","name","window_size","extrap_step","response","target","train_policy","statistics","cut_off_prob","granularity","train_size","model_num","update_freq","react_speed","n","half_life","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1","AUTOPILOT",300,1,"max",0.99,"fixed","j-quantile",0.003,0,252000,1,1,"1,2",288,1,0.929201294646074,666128,0.929293875907646,576216,0.68497047974538,716235,0.609665578901464,716235
"2","AUTOPILOT",300,1,"max",0.99,"fixed","j-quantile",0.005,0,252000,1,1,"1,2",288,1,0.928442064294046,666998,0.928439481378084,575988,0.685849796086923,716235,0.609854635706485,716235
"3","AUTOPILOT",300,1,"max",0.99,"fixed","j-quantile",0.007,0,252000,1,1,"1,2",288,1,0.927526967040699,667945,0.927381444588439,575638,0.687138454210372,716235,0.610267836585435,716235
"4","AUTOPILOT",300,1,"max",0.99,"fixed","j-quantile",0.008,0,252000,1,1,"1,2",288,1,0.922412456004295,670520,0.921810843639189,571358,0.696773769660669,716235,0.61276559581521,716235
"5","AUTOPILOT",300,1,"max",0.99,"fixed","j-quantile",0.009,0,252000,1,1,"1,2",288,1,0.922157723853564,670818,0.921534271320896,571294,0.69708609408377,716235,0.612843560002108,716235
"6","AUTOPILOT",300,1,"max",0.99,"fixed","j-quantile",0.02,0,252000,1,1,"1,2",288,1,0.914190823222262,675662,0.912587270337725,565341,0.708239218028559,716235,0.614076249806482,716235
"7","AUTOPILOT",300,1,"max",0.99,"fixed","j-quantile",0.03,0,252000,1,1,"1,2",288,1,0.910715340365466,677272,0.908782588127331,562283,0.710527990826922,716235,0.612216410860809,716235
"8","AUTOPILOT",300,1,"max",0.99,"fixed","j-quantile",0.003,0,252000,1,1,"1,2",288,3,0.969112838532015,639489,0.969971648764126,601032,0.612817656350467,716235,0.584126870533342,716235
"9","AUTOPILOT",300,1,"max",0.99,"fixed","j-quantile",0.005,0,252000,1,1,"1,2",288,3,0.966141051530358,644261,0.966757285812565,601786,0.623586538729913,716235,0.591853232400301,716235
"10","AUTOPILOT",300,1,"max",0.99,"fixed","j-quantile",0.007,0,252000,1,1,"1,2",288,3,0.962160711310754,648268,0.962776743705943,600646,0.632653782351989,716235,0.5968340931942,716235
"11","AUTOPILOT",300,1,"max",0.99,"fixed","j-quantile",0.008,0,252000,1,1,"1,2",288,3,0.96107470834142,649218,0.961661437671095,600179,0.633964104611227,716235,0.597148504763718,716235
"12","AUTOPILOT",300,1,"max",0.99,"fixed","j-quantile",0.009,0,252000,1,1,"1,2",288,3,0.954085904386473,650933,0.954219776773143,593029,0.634234326409299,716235,0.588844700692379,716235
"13","AUTOPILOT",300,1,"max",0.99,"fixed","j-quantile",0.02,0,252000,1,1,"1,2",288,3,0.942406886768315,660513,0.94338043835048,587977,0.66117696046862,716235,0.603658562974443,716235
"14","AUTOPILOT",300,1,"max",0.99,"fixed","j-quantile",0.03,0,252000,1,1,"1,2",288,3,0.935074438859364,666856,0.935352020827022,584241,0.681448522117242,716235,0.614284871491159,716235
"15","AUTOPILOT",300,1,"max",0.99,"fixed","j-quantile",0.003,0,252000,1,1,"1,2",288,6,0.979055217476201,619677,0.979691391263378,594280,0.56326816198994,716235,0.545580599206411,716235
"16","AUTOPILOT",300,1,"max",0.99,"fixed","j-quantile",0.005,0,252000,1,1,"1,2",288,6,0.975342177836939,628036,0.976044789101809,597824,0.580730248737687,716235,0.559217828529185,716235
"17","AUTOPILOT",300,1,"max",0.99,"fixed","j-quantile",0.007,0,252000,1,1,"1,2",288,6,0.973299228216566,633727,0.974090004194603,600772,0.593949444538519,716235,0.570297962718425,716235
"18","AUTOPILOT",300,1,"max",0.99,"fixed","j-quantile",0.008,0,252000,1,1,"1,2",288,6,0.972186101069693,635977,0.973065472974882,601607,0.598915295590164,716235,0.574223467771099,716235
"19","AUTOPILOT",300,1,"max",0.99,"fixed","j-quantile",0.009,0,252000,1,1,"1,2",288,6,0.971325636899007,638131,0.972253199511444,602592,0.603993524899694,716235,0.578383035462045,716235
"20","AUTOPILOT",300,1,"max",0.99,"fixed","j-quantile",0.02,0,252000,1,1,"1,2",288,6,0.959330315441546,654099,0.959911515586002,602592,0.640559474351294,716235,0.601810637079432,716235
"21","AUTOPILOT",300,1,"max",0.99,"fixed","j-quantile",0.03,0,252000,1,1,"1,2",288,6,0.94791013174404,663104,0.948590903835617,596801,0.665131511162803,716235,0.612980328298445,716235
"22","AUTOPILOT",300,1,"max",0.99,"fixed","j-quantile",0.003,0,252000,1,1,"1,2",288,12,0.984619780810865,594920,0.985302706028126,577045,0.507092334623601,716235,0.495333700909786,716235
"23","AUTOPILOT",300,1,"max",0.99,"fixed","j-quantile",0.005,0,252000,1,1,"1,2",288,12,0.982539528567271,608231,0.983250892775075,587494,0.532153225425427,716235,0.518370316679066,716235
"24","AUTOPILOT",300,1,"max",0.99,"fixed","j-quantile",0.007,0,252000,1,1,"1,2",288,12,0.980632740392005,618105,0.981320433014861,594714,0.55177970541795,716235,0.536054484301133,716235
"25","AUTOPILOT",300,1,"max",0.99,"fixed","j-quantile",0.008,0,252000,1,1,"1,2",288,12,0.979652106289787,622374,0.980364597712689,597645,0.560815442828475,716235,0.54409984741688,716235
"26","AUTOPILOT",300,1,"max",0.99,"fixed","j-quantile",0.009,0,252000,1,1,"1,2",288,12,0.978725001717272,625993,0.979476871897948,600006,0.568381691343429,716235,0.550754724908931,716235
"27","AUTOPILOT",300,1,"max",0.99,"fixed","j-quantile",0.02,0,252000,1,1,"1,2",288,12,0.967699369343826,652495,0.969011699280912,611747,0.628788865284308,716235,0.599522703811551,716235
"28","AUTOPILOT",300,1,"max",0.99,"fixed","j-quantile",0.03,0,252000,1,1,"1,2",288,12,0.955383396742718,666568,0.95759149336793,609689,0.667434585434201,716235,0.621428405947671,716235
"29","AUTOPILOT",300,1,"max",0.99,"fixed","j-quantile",0.003,0,252000,1,1,"1,2",288,72,0.992899968143328,524223,0.993390204271123,516960,0.363996434407124,716235,0.360175036219379,716235
"30","AUTOPILOT",300,1,"max",0.99,"fixed","j-quantile",0.005,0,252000,1,1,"1,2",288,72,0.989827989367701,569209,0.990700483524676,557986,0.428105286003097,716235,0.421436201230715,716235
"31","AUTOPILOT",300,1,"max",0.99,"fixed","j-quantile",0.007,0,252000,1,1,"1,2",288,72,0.986900422691805,594523,0.988326807964344,579533,0.474353513471369,716235,0.464518781325102,716235
"32","AUTOPILOT",300,1,"max",0.99,"fixed","j-quantile",0.008,0,252000,1,1,"1,2",288,72,0.985590525240586,604047,0.987222073718675,587341,0.493798039203149,716235,0.482490770155437,716235
"33","AUTOPILOT",300,1,"max",0.99,"fixed","j-quantile",0.009,0,252000,1,1,"1,2",288,72,0.984275728288504,612429,0.98610746345044,593988,0.51129552184173,716235,0.498398265286256,716235
"34","AUTOPILOT",300,1,"max",0.99,"fixed","j-quantile",0.02,0,252000,1,1,"1,2",288,72,0.971569984391005,656032,0.975718132565436,620916,0.618449864772249,716235,0.589913331620634,716235
"35","AUTOPILOT",300,1,"max",0.99,"fixed","j-quantile",0.03,0,252000,1,1,"1,2",288,72,0.961125005419029,668939,0.967048234911077,620422,0.661224091010834,716235,0.619742311583055,716235
"36","AUTOPILOT",300,1,"max",0.99,"fixed","j-quantile",0.01,0,252000,1,1,"1,2",288,1,0.921892020367442,671071,0.921226191289063,571167,0.697328380633074,716235,0.612823068399309,716235
"37","AUTOPILOT",300,1,"max",0.99,"fixed","j-quantile",0.05,0,252000,1,1,"1,2",288,1,0.895956323546866,682473,0.892473569390837,548228,0.718144756932998,716235,0.601739019415928,716235
"38","AUTOPILOT",300,1,"max",0.99,"fixed","j-quantile",0.01,0,252000,1,1,"1,2",288,3,0.953176616079552,651747,0.953325099464461,592674,0.635679570471574,716235,0.589354513897422,716235
"39","AUTOPILOT",300,1,"max",0.99,"fixed","j-quantile",0.05,0,252000,1,1,"1,2",288,3,0.923921369907261,674907,0.923985652703281,577391,0.706239582101813,716235,0.625020279914932,716235
"40","AUTOPILOT",300,1,"max",0.99,"fixed","j-quantile",0.01,0,252000,1,1,"1,2",288,6,0.970414801971305,640185,0.971291247493246,603370,0.608853290675702,716235,0.582199023682532,716235
"41","AUTOPILOT",300,1,"max",0.99,"fixed","j-quantile",0.05,0,252000,1,1,"1,2",288,6,0.932264159870363,676348,0.933445129402819,589168,0.709917743653343,716235,0.636588085943724,716235
"42","AUTOPILOT",300,1,"max",0.99,"fixed","j-quantile",0.01,0,252000,1,1,"1,2",288,12,0.977750189163927,629084,0.97859008613814,601824,0.574590139570242,716235,0.556075404896823,716235
"43","AUTOPILOT",300,1,"max",0.99,"fixed","j-quantile",0.05,0,252000,1,1,"1,2",288,12,0.935429840548378,677635,0.93951594616249,595347,0.714804181410581,716235,0.64095121416175,716235
"44","AUTOPILOT",300,1,"max",0.99,"fixed","j-quantile",0.01,0,252000,1,1,"1,2",288,72,0.982978510470355,619511,0.985101370740627,599384,0.526704897833923,716235,0.512205365538341,716235
"45","AUTOPILOT",300,1,"max",0.99,"fixed","j-quantile",0.05,0,252000,1,1,"1,2",288,72,0.938384440927024,677264,0.948260447553705,600643,0.711749244906307,716235,0.64050535537803,716235
"46","AUTOPILOT",300,1,"max",0.99,"fixed","j-quantile",0.001,0,252000,1,1,"1,2",288,1,0.929747030405938,665495,0.929881481764223,576367,0.684311885383443,716235,0.609487315407135,716235
"47","AUTOPILOT",300,1,"max",0.99,"fixed","j-quantile",0.001,0,252000,1,1,"1,2",288,3,0.972396633782152,631807,0.97322688985676,597876,0.596725516066878,716235,0.571218522516492,716235
"48","AUTOPILOT",300,1,"max",0.99,"fixed","j-quantile",0.001,0,252000,1,1,"1,2",288,6,0.982166708544375,604936,0.982867468228685,583860,0.534002836407634,716235,0.519375843424301,716235
"49","AUTOPILOT",300,1,"max",0.99,"fixed","j-quantile",0.001,0,252000,1,1,"1,2",288,12,0.987312469004046,570639,0.987946048323624,556498,0.463247024569637,716235,0.454061144753144,716235
"50","AUTOPILOT",300,1,"max",0.99,"fixed","j-quantile",0.001,0,252000,1,1,"1,2",288,72,0.995622767788162,453026,0.995850077365779,449165,0.278679846434435,716235,0.276851764068494,716235
"51","AUTOPILOT",300,1,"max",0.99,"fixed","j-quantile",0.001,0,252000,1,1,"1,2",288,144,0.996941453087394,414249,0.997030306415072,411827,0.229756292274516,716235,0.228768371212659,716235
"52","AUTOPILOT",300,1,"max",0.99,"fixed","j-quantile",0.01,0,252000,1,1,"1,2",288,144,0.98344246427148,614705,0.98602832627108,595419,0.507724547507398,716235,0.493674747864656,716235
"53","AUTOPILOT",300,1,"max",0.99,"fixed","j-quantile",0.05,0,252000,1,1,"1,2",288,144,0.938506433213954,678510,0.949741145069971,602461,0.709263227144322,716235,0.639093697835491,716235
