"","name","window_size","extrap_step","response","target","train_policy","statistics","cut_off_prob","granularity","train_size","model_num","update_freq","react_speed","n","half_life","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1","AUTOPILOT",300,1,"max",0.99,"fixed","j-quantile",0.001,0,252000,1,1,"1,2",288,1,0.929747030405938,665495,0.929881481764223,576367,0.684311885383443,716235,0.609487315407135,716235
"2","AUTOPILOT",300,1,"max",0.99,"fixed","j-quantile",0.1,0,252000,1,1,"1,2",288,1,0.866703023991483,689453,0.858157140340791,516621,0.719151469526903,716235,0.564866031163959,716235
"3","AUTOPILOT",300,1,"max",0.99,"fixed","j-quantile",0.5,0,252000,1,1,"1,2",288,1,0.38604997561722,715669,0.819471247084963,208831,0.370074241544223,716235,0.228869978487889,716235
"4","AUTOPILOT",300,1,"max",0.99,"fixed","j-quantile",0.001,0,252000,1,1,"1,2",288,3,0.972396633782152,631807,0.97322688985676,597876,0.596725516066878,716235,0.571218522516492,716235
"5","AUTOPILOT",300,1,"max",0.99,"fixed","j-quantile",0.1,0,252000,1,1,"1,2",288,3,0.893117440692283,687811,0.895101550993691,549970,0.738319611970864,716235,0.612284427539793,716235
"6","AUTOPILOT",300,1,"max",0.99,"fixed","j-quantile",0.5,0,252000,1,1,"1,2",288,3,0.396563331024157,715984,0.819960678711529,214642,0.380439721878363,716235,0.235177861937473,716235
"7","AUTOPILOT",300,1,"max",0.99,"fixed","j-quantile",0.001,0,252000,1,1,"1,2",288,6,0.982166708544375,604936,0.982867468228685,583860,0.534002836407634,716235,0.519375843424301,716235
"8","AUTOPILOT",300,1,"max",0.99,"fixed","j-quantile",0.1,0,252000,1,1,"1,2",288,6,0.895859013419541,687952,0.905053477713277,556587,0.749443498524606,716235,0.622193318194053,716235
"9","AUTOPILOT",300,1,"max",0.99,"fixed","j-quantile",0.5,0,252000,1,1,"1,2",288,6,0.402666983167287,716165,0.82041431917888,218141,0.386403067518831,716235,0.239027125465343,716235
"10","AUTOPILOT",300,1,"max",0.99,"fixed","j-quantile",0.001,0,252000,1,1,"1,2",288,12,0.987312469004046,570639,0.987946048323624,556498,0.463247024569637,716235,0.454061144753144,716235
"11","AUTOPILOT",300,1,"max",0.99,"fixed","j-quantile",0.1,0,252000,1,1,"1,2",288,12,0.897109774418578,686936,0.910546321350341,558792,0.751495687973951,716235,0.62542870360585,716235
"12","AUTOPILOT",300,1,"max",0.99,"fixed","j-quantile",0.5,0,252000,1,1,"1,2",288,12,0.405763013752171,716396,0.821173812030348,220376,0.389567941044857,716235,0.241650774760315,716235
"13","AUTOPILOT",300,1,"max",0.99,"fixed","j-quantile",0.001,0,252000,1,1,"1,2",288,72,0.995622767788162,453026,0.995850077365779,449165,0.278679846434435,716235,0.276851764068494,716235
"14","AUTOPILOT",300,1,"max",0.99,"fixed","j-quantile",0.1,0,252000,1,1,"1,2",288,72,0.895663239336252,687610,0.917588317980406,560588,0.747456723298959,716235,0.625235919424348,716235
"15","AUTOPILOT",300,1,"max",0.99,"fixed","j-quantile",0.5,0,252000,1,1,"1,2",288,72,0.408278894472362,716400,0.822539885245607,222388,0.39178044839518,716235,0.243928981422243,716235
