timestamp,min_cpu,max_cpu,avg_cpu
0,6.114946,8.724478,6.900216
300,6.094705,8.222565,6.7581050000000005
600,5.51789,8.637499,6.649788
900,6.18797,9.048756,6.910622999999999
1200,4.722372,7.994003,6.619795
1500,6.0818129999999995,10.501678,7.020514
1800,3.475435,7.3086899999999995,6.417739
2100,3.8397639999999997,11.141917999999999,6.730155
2400,6.1808190000000005,8.455418,6.8158389999999995
2700,4.738629,8.687799,6.649489
3000,6.291078,8.079322,6.849667
3300,3.742063,8.366066,6.48182
3600,6.226030000000001,8.795888,6.923516
3900,3.16703,8.132522,6.489399
4200,6.374501,8.062016,6.850472
4500,3.242766,7.143397,6.321727
4800,5.12511,8.271828,6.640110000000001
5100,6.205479,8.540094999999999,6.931014
5400,3.3338730000000005,8.044782000000001,6.519294
5700,6.289287,33.338046999999996,9.803666
6000,3.249087,8.467754,6.660242
6300,6.256245,8.161344,6.879177
6600,3.8044559999999996,7.8716289999999995,6.547067
6900,6.310608,8.123244999999999,6.811136
7200,3.209506,8.450947,6.507346
7500,3.168107,7.720656,6.427793
7800,6.217244,8.225113,6.838394
8100,3.365678,8.084622,6.569046000000001
8400,6.138725,7.868899000000001,6.885669999999999
8700,4.218356,8.71715,6.703697
9000,6.15476,8.555213,6.915822
9300,6.394875,24.075893,9.380066000000001
9600,6.367513,15.566107999999998,7.74188
9900,4.125073,8.847437,6.582642999999999
10200,3.194556,7.850227,6.402881
10500,6.33847,8.279978,6.862027
10800,3.3163400000000003,8.724138,6.634925999999999
11100,6.297551,7.848535000000001,6.770036
11400,2.823433,8.228133,6.550935
11700,6.311614,8.588549,6.869528999999999
12000,3.3552459999999997,7.172530999999999,6.484499
12300,6.291624,8.382471,6.988278
12600,4.082997,7.689006,6.631036
12900,3.106923,7.826922,6.438036
13200,6.372326999999999,35.133832,9.722125
13500,2.920416,7.612957000000001,6.513426
13800,6.410539,7.58858,6.857806
14100,3.476354,8.266307000000001,6.579799
14400,6.184652,7.746402000000001,6.929919
14700,3.340381,7.2993630000000005,6.432705
