timestamp,min_cpu,max_cpu,avg_cpu
0,2.696864,18.732364999999998,11.386553999999999
300,5.182188,39.183278,14.119292999999999
600,2.8391580000000003,18.62231,11.043101
900,1.89946,35.723201,11.425291
1200,2.84238,90.414171,17.920945
1500,3.5541910000000003,21.607169,10.34822
1800,2.058411,81.134938,17.597360000000002
2100,3.975715,15.878381,10.882185
2400,6.588697,90.075446,18.631509
2700,3.483272,17.985917,11.322913
3000,3.216589,45.398059,14.285916
3300,5.796018,29.507882000000002,13.476759
3600,3.5556419999999997,34.72947,14.167007
3900,4.459505,39.084921,15.283710000000001
4200,4.030530000000001,22.429254999999998,11.778603
4500,3.3776550000000003,54.138349,17.380651
4800,3.6371059999999997,22.634946,12.089777999999999
5100,4.4921120000000005,48.462635999999996,16.128304999999997
5400,3.355516,20.904781,11.411773
5700,3.1665900000000002,50.355539,14.992763
6000,5.555587999999999,21.688036999999998,12.358956
6300,3.3311129999999998,49.163159,14.096426999999998
6600,3.998154,48.974455,17.03114
6900,4.653392,17.893128,11.25318
7200,3.3875330000000003,61.514697999999996,15.723560999999998
7500,4.366795,21.385167000000003,11.039366000000001
7800,7.808522999999999,50.408316,18.501606
8100,4.071271,18.586295,11.089808999999999
8400,6.085978,73.122548,18.440559
8700,5.0545160000000005,18.176107000000002,11.546571
9000,3.234799,19.106185,9.52523
9300,1.079232,15.689903,10.041395
9600,3.3785589999999996,26.82103,13.050929
9900,0.936577,18.044621,10.447417999999999
10200,6.404865,17.574637,11.383146
10500,1.592897,17.449713,9.371159
10800,3.4425230000000004,21.025931,11.590931
11100,0.597879,20.964467000000003,10.336696
11400,7.296814,16.032861999999998,11.367586
11700,3.705053,18.819921,9.910555
12000,4.061323000000001,51.499340000000004,15.10711
12300,4.521239,17.211873,11.00072
12600,1.760962,16.24992,10.707965
12900,6.777125,19.480601,11.779910000000001
13200,3.738583,91.81838499999999,18.664003
13500,3.0330790000000003,22.215295,9.850899
13800,2.814243,48.765944,13.967761
14100,3.692383,25.973627,12.810458
14400,3.5309739999999996,27.479839000000002,12.522200999999999
14700,1.32524,18.753511,11.049211999999999
15000,3.79161,21.910684,12.173503
15300,0.929947,29.171018,11.659069
15600,3.0938529999999997,23.190482,11.587916
15900,1.1068850000000001,22.602328,10.692984
16200,3.504716,24.25296,11.129089
16500,0.911034,19.504203,11.438913000000001
16800,2.9554150000000003,21.860843,11.265616
17100,2.081744,17.524685,10.816504
17400,0.648918,20.888466,10.247815
17700,3.7160940000000005,20.625879,11.176611
18000,1.409635,23.594991,11.30303
18300,4.272995,21.021019,11.853050999999999
18600,1.03536,23.323275,12.284929
18900,2.7537220000000002,30.004046999999996,11.865838
19200,0.995814,20.981047,12.127053
19500,3.194777,19.504877,11.938441000000001
19800,2.8724,21.832901,11.861391000000001
20100,0.376162,25.103865,12.521364
20400,4.213687,23.990376,12.271906
20700,1.306665,25.113381,13.133041
21000,3.887321,27.184583,13.539795999999999
21300,1.377757,23.15401,12.005997
21600,2.895937,23.663288,12.834635
21900,1.002097,17.246182,11.431339
22200,8.911424,19.587622,13.635032999999998
22500,2.807185,29.82445,12.817648
22800,1.0651540000000002,21.007524,11.658251
23100,2.9128060000000002,22.24634,13.234757
23400,2.2099900000000003,21.236679000000002,11.727295
23700,6.550642,17.862109,11.699417
24000,0.600495,18.034995000000002,11.042302000000001
24300,5.566278,23.596578,14.010186
24600,1.486548,20.899385000000002,10.624806
24900,4.574576,22.813451999999998,11.298169999999999
25200,2.952332,20.23723,10.785483000000001
25500,0.384048,21.474718,11.497047
25800,4.747368,20.286076,13.791363
26100,0.648113,20.905701,12.382975
26400,4.451007,16.340004999999998,10.509762
26700,0.851015,23.440029,14.231582000000001
27000,6.272385,26.522485999999997,13.265095
27300,1.472808,20.148324,11.222934
27600,4.012703,21.037317,12.445827
27900,7.9972080000000005,59.602923,17.273567
28200,0.864609,16.167175,11.066392
28500,5.853779,22.179489999999998,13.525773999999998
28800,0.735472,20.84704,10.964417999999998
29100,4.395257,29.474377,16.108418
29400,8.49938,68.51058,19.957129000000002
29700,6.876519999999999,20.804935,12.8228
30000,4.648018,24.942972,12.69946
30300,8.203288,20.614995999999998,14.217479999999998
30600,4.899875,21.377802,11.040987
30900,0.680517,15.601702,10.888575
31200,5.332145,20.194357999999998,13.141934
31500,0.668676,21.201284,11.869708000000001
31800,5.865426,23.272592000000003,14.331254999999999
32100,1.726143,20.84814,13.033032
32400,5.029746,19.859772,12.751650999999999
32700,8.624705,92.433388,22.093867000000003
33000,7.663498,22.445180999999998,15.925764000000001
33300,5.067469,93.525788,21.902469
33600,0.989983,24.574112,12.669914
33900,7.753678999999999,22.591844000000002,14.697061999999999
34200,1.972763,15.171029999999998,10.444321
34500,6.937291,25.700753,14.332759
34800,5.303624,92.02548900000001,24.671073
35100,4.554835,39.568554,15.747717999999999
35400,2.916932,55.044378,17.91609
35700,4.62747,25.901356,13.689342000000002
36000,2.477266,28.698066999999998,15.266657
36300,1.7367599999999999,24.327913,15.19408
36600,4.131683,35.659387,16.472726
36900,0.9665600000000001,30.784658,14.486438
37200,5.737356,36.805155,17.993365
37500,2.691034,88.06911099999999,21.616820999999998
37800,4.1686440000000005,21.701202,16.176718
38100,0.8929790000000001,25.787193,13.099283999999999
38400,4.445465,29.457577,16.163413000000002
38700,3.8391290000000002,61.10270799999999,20.413935000000002
39000,0.8699979999999999,36.740292,12.43184
39300,3.787703,23.717897,14.786995000000001
39600,0.607429,25.175665,14.308776000000002
39900,6.51543,25.817119,14.824306
40200,2.455589,27.643496000000003,13.574742
40500,3.280764,25.641272,14.602448
40800,0.84078,27.790265,14.638027
41100,5.823543,27.582572999999996,15.855307
41400,3.088333,29.96368,15.415521
41700,3.315175,75.464967,20.790585999999998
42000,3.8193349999999997,26.709109,15.646298000000002
42300,7.964134,59.300732999999994,19.276013
42600,3.835924,21.290086,12.43931
42900,0.885433,23.888111,13.549431
43200,5.940708,24.847376,14.745460000000001
43500,0.792999,29.522782,13.89835
43800,3.317622,29.187446,14.881357000000001
44100,1.95698,27.243767,13.455039999999999
44400,0.9442450000000001,26.998721999999997,14.144735999999998
44700,4.035843,23.224394,13.343391
45000,0.786512,20.795667,13.111598
45300,9.001501,19.513637,13.366143
45600,1.544384,28.504198,16.756253
45900,7.252141,20.921124,13.07672
46200,0.8965780000000001,26.927808000000002,14.327582999999999
46500,4.9119660000000005,27.237923,13.959748999999999
46800,1.322778,25.691919,12.514185000000001
47100,0.444428,20.724629,14.729342
47400,4.091951,24.923675,13.551345999999999
47700,1.1753360000000002,33.296054999999996,14.896704000000001
48000,4.878966,19.241160999999998,11.709555
48300,0.7741439999999999,19.842183,11.825744
48600,4.387155,20.319269,13.677523999999998
48900,0.72713,19.05775,12.162405999999999
49200,4.9532110000000005,21.488812,15.23696
49500,1.3282180000000001,27.201371,13.947092999999999
49800,3.970045,21.48912,13.268378
50100,5.592001,23.508157,14.242115
50400,1.390298,20.523653,12.26126
50700,7.589465,31.067476,16.489841000000002
51000,0.766169,19.75338,11.669737
51300,4.824815,25.477234,15.356788
51600,0.606344,24.73183,14.449712
51900,5.974971,22.314539,14.330145000000002
52200,3.7806830000000002,21.30033,12.087638
52500,8.575335,20.963195000000002,16.635929
52800,6.333261,71.902038,19.463078
53100,1.987061,21.04994,12.803784
53400,4.2790919999999995,25.857134,15.807243
53700,0.844829,21.758269,12.756253
54000,9.163437,20.084857999999997,14.337632999999999
54300,1.9613599999999998,22.410617000000002,13.370929
54600,4.537008999999999,27.606203999999998,14.567414000000001
54900,0.955073,32.993813,17.675976000000002
55200,9.243398,20.1688,13.302821
55500,4.786444,86.413648,20.923832
55800,8.424746,20.501345999999998,14.038023
56100,6.388033999999999,23.310146,12.6568
56400,0.66988,24.124011,12.557393
56700,3.080692,22.322010000000002,11.542232
57000,1.060966,23.124627,12.766136999999999
57300,3.352593,26.571103000000004,13.572247
57600,1.728007,25.983022000000002,13.704854999999998
57900,3.1892,24.549651,12.284071
58200,0.579059,22.642743,12.157874000000001
58500,2.387104,21.656873,11.204751
58800,6.850485000000001,22.331375,15.742235
59100,0.9225469999999999,19.621369,12.759139999999999
