"","name","window_size","extrap_step","response","target","train_policy","p","cut_off_prob","granularity","train_size","model_num","update_freq","react_speed","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1","VAR",2,1,"max",0.997,"fixed",1,0.003,0,840,1,3,"1,2",0.968867772930001,329819,0.972195296322656,310523,0.566026668516257,357435,0.536008831139691,357435
