"","name","window_size","extrap_step","response","target","train_policy","p","cut_off_prob","granularity","train_size","model_num","update_freq","react_speed","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1","VAR",12,1,"max",0.99,"fixed",1,0.001,0,840,1,3,"1,2",0.961833418543135,44987,0.967733460711727,41870,0.328351329540716,59249,0.308114011458204,59249
"2","VAR",12,1,"max",0.99,"fixed",1,0.003,0,840,1,3,"1,2",0.952779311223407,47098,0.960272127797901,43068,0.376339392061887,59249,0.34802717649715,59249
"3","VAR",12,1,"max",0.99,"fixed",1,0.005,0,840,1,3,"1,2",0.946363029696363,47952,0.954928536793738,43309,0.400546450013581,59249,0.366261486647657,59249
"4","VAR",12,1,"max",0.99,"fixed",1,0.01,0,840,1,3,"1,2",0.936197259831716,49559,0.946548188653452,43890,0.437248134470585,59249,0.393872526820853,59249
"5","VAR",12,1,"max",0.99,"fixed",1,0.03,0,840,1,3,"1,2",0.906686041096146,53679,0.919831035022238,44743,0.505621512728231,59249,0.432627584170671,59249
"6","VAR",12,1,"max",0.99,"fixed",1,0.05,0,840,1,3,"1,2",0.882955615089421,55244,0.898906916775062,43821,0.540266220590621,59249,0.443870527537898,59249
