"","7910","809490","335824","1788679","1884","781313","1016229","619453","938603","1943103","1330934","813445","754715","596578","1757160","276110","770529","1472075","1585387","1948076","815920","358687","608506","633130","1053372","1221542","1756332","612094","906461","1948170","1948271","592570","1613242","1125670","275485","707135","609958","943747","1246820","1335832","41972","1019839","1620565","1633741","1562437","384001","8595","1641612","1392530","385649","348277","7861","963322","1788725","810229","948162","1396548","1586041","278489","1585290","109","1220676","1615199","1546476","1942801","1613497","1788230","42293","1788101","1755644","1788644","940377","597302","585229","964927","1658882","831846","964282","283016","596552","358960","617835","1641335","809921","1555259","947859","1015174","1948084","947917","943424","1330938","382588","224204","1061335","604785","1757297","42766","1223671","1054359","278178"
"Scheduled_Num",3,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1429,0,0,0,0,0,0,0,2,315,0,1,0,0,0,0,273,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,677,0,0,0,0,499,0,0,0
"Unscheduled_Num",1997,894,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,571,2000,2000,2000,2000,2000,2000,2000,1998,1685,2000,1999,2000,2000,2000,2000,1727,2000,2000,2000,2000,2000,2000,1998,2000,2000,2000,2000,2000,2000,2000,2000,2000,1323,2000,2000,2000,2000,1501,2000,2000,2000
"Falsly_scheduled_Num",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Falsely_unscheduled_Num",1997,641,1964,1984,1961,2000,2000,1997,1993,1997,2000,1965,2000,1964,1905,1912,1855,1979,1958,1993,1992,1991,1949,2000,1969,1979,1496,1807,2000,1982,1976,1997,1987,1968,2000,1996,2000,1988,2000,1986,2000,2000,1965,1914,1988,2000,1962,1975,1992,1992,1957,1960,1915,1993,1739,1967,1987,1992,566,1990,2000,1968,1922,1851,1987,1982,1553,1584,1985,1997,1966,1913,1969,1965,1727,2000,1999,1995,1998,1961,1973,1997,1918,1962,1972,1979,1975,1993,1977,1998,1990,1323,2000,1995,2000,1965,1228,1993,1958,2000
