"","name","window_size","extrap_step","response","target","train_policy","p","cut_off_prob","granularity","train_size","model_num","update_freq","react_speed","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1","VAR",12,1,"avg",0.99,"offline",1,0.001,0,840,1,3,"1,2",0.835838987188336,59399,0.951806458488756,46915,0.792153258072224,59400,0.71126046823834,59400
"2","VAR",12,1,"avg",0.99,"offline",1,0.003,0,840,1,3,"1,2",0.82349871209953,59399,0.945089227278677,45838,0.784396949234576,59400,0.693440511201578,59400
"3","VAR",12,1,"avg",0.99,"offline",1,0.005,0,840,1,3,"1,2",0.816512062492635,59399,0.942657713376922,45272,0.779712099602023,59400,0.684877082132175,59400
"4","VAR",12,1,"avg",0.99,"offline",1,0.01,0,840,1,3,"1,2",0.80408761090254,59399,0.937594613524933,44259,0.770627237933612,59400,0.66831255276786,59400
"5","VAR",12,1,"avg",0.99,"offline",1,0.03,0,840,1,3,"1,2",0.772622434721123,59399,0.923796278534433,41704,0.745110058437692,59400,0.624356583159099,59400
"6","VAR",12,1,"avg",0.99,"offline",1,0.05,0,840,1,3,"1,2",0.750959595959596,59400,0.913849154746424,39988,0.726574479749412,59400,0.594057685765514,59400
