"","name","window_size","extrap_step","response","target","train_policy","res_dist","outlier_type","cut_off_prob","granularity","train_size","model_num","update_freq","react_speed","outlier_cval","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1","ARIMA",12,1,"avg",0.99,"offline","normal","None",2e-04,0,840,1,3,"1,2",NA,0.853734911362144,59399,0.964259274492062,48628,0.800596525462686,59400,0.739301152032993,59400
"2","ARIMA",12,1,"avg",0.99,"offline","normal","None",4e-04,0,840,1,3,"1,2",NA,0.849088368491052,59399,0.961961028192372,48240,0.798426863555858,59400,0.733624887922073,59400
"3","ARIMA",12,1,"avg",0.99,"offline","normal","None",6e-04,0,840,1,3,"1,2",NA,0.846091685045203,59399,0.96039769056006,47977,0.796930496703243,59400,0.729662085347785,59400
"4","ARIMA",12,1,"avg",0.99,"offline","normal","None",8e-04,0,840,1,3,"1,2",NA,0.843987272513005,59399,0.959351464435146,47800,0.795915013362077,59400,0.727042217356947,59400
"5","ARIMA",12,1,"avg",0.99,"offline","normal","None",0.001,0,840,1,3,"1,2",NA,0.841933365881581,59399,0.958326335236816,47632,0.794721121973677,59400,0.724418252053334,59400
"6","ARIMA",12,1,"avg",0.99,"offline","normal","None",0.003,0,840,1,3,"1,2",NA,0.831444973821108,59399,0.95333904109589,46720,0.788688095934321,59400,0.710206461103397,59400
"7","ARIMA",12,1,"avg",0.99,"offline","normal","None",0.005,0,840,1,3,"1,2",NA,0.825081230323743,59399,0.950996731672475,46201,0.784543115421238,59400,0.702257731447192,59400
"8","ARIMA",12,1,"avg",0.99,"offline","normal","None",0.01,0,840,1,3,"1,2",NA,0.814121449856058,59399,0.945805083809987,45281,0.776778095705647,59400,0.686967928771571,59400
"9","ARIMA",12,1,"avg",0.99,"offline","normal","None",0.02,0,840,1,3,"1,2",NA,0.799609421034024,59399,0.939536149085221,44109,0.765683783344392,59400,0.667231084979488,59400
"10","ARIMA",12,1,"avg",0.99,"offline","normal","None",0.03,0,840,1,3,"1,2",NA,0.790046970487719,59399,0.935663206459054,43350,0.758258838362119,59400,0.654502869805078,59400
"11","ARIMA",12,1,"avg",0.99,"offline","normal","None",0.04,0,840,1,3,"1,2",NA,0.781494637956868,59399,0.932316558897948,42684,0.751296681297073,59400,0.643192633489141,59400
"12","ARIMA",12,1,"avg",0.99,"offline","normal","None",0.05,0,840,1,3,"1,2",NA,0.774979376757184,59399,0.929315211461372,42159,0.746061657639201,59400,0.634096489829479,59400
