"","name","window_size","extrap_step","response","target","train_policy","res_dist","outlier_type","cut_off_prob","granularity","train_size","model_num","update_freq","react_speed","outlier_cval","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1","ARIMA",12,1,"max",0.99,"fixed","normal","None",0.001,0,840,1,3,"1,2",NA,0.969795242040478,42245,0.973651223425592,39888,0.284920237337115,59249,0.270446089242952,59249
"2","ARIMA",12,1,"max",0.99,"fixed","normal","None",0.003,0,840,1,3,"1,2",NA,0.962709166869294,45239,0.967727391376569,42141,0.329656052704699,59249,0.309497523823468,59249
"3","ARIMA",12,1,"max",0.99,"fixed","normal","None",0.005,0,840,1,3,"1,2",NA,0.958264240335953,46435,0.964402275270421,42896,0.353049189601233,59249,0.329118033516824,59249
"4","ARIMA",12,1,"max",0.99,"fixed","normal","None",0.01,0,840,1,3,"1,2",NA,0.950397744012795,47518,0.957753973578882,43223,0.387341435167202,59249,0.35638510548684,59249
"5","ARIMA",12,1,"max",0.99,"fixed","normal","None",0.03,0,840,1,3,"1,2",NA,0.931912867515772,50406,0.942442465072116,44234,0.449797268874145,59249,0.401978441465176,59249
"6","ARIMA",12,1,"max",0.99,"fixed","normal","None",0.05,0,840,1,3,"1,2",NA,0.918074979655949,52841,0.930309415548409,45085,0.484808466693805,59249,0.423538047828831,59249
"7","ARIMA",12,1,"max",0.99,"fixed","normal","None",0.001,0,840,1,9,"1,2",NA,0.968260705527259,42408,0.973834300580348,39976,0.284656609241446,59249,0.269086194793059,59249
"8","ARIMA",12,1,"max",0.99,"fixed","normal","None",0.003,0,840,1,9,"1,2",NA,0.961097135795931,45318,0.968182033882219,42146,0.32935955010253,59249,0.30824572413562,59249
"9","ARIMA",12,1,"max",0.99,"fixed","normal","None",0.005,0,840,1,9,"1,2",NA,0.956672108609727,46552,0.964875503691799,42933,0.352852852274327,59249,0.327951826844955,59249
"10","ARIMA",12,1,"max",0.99,"fixed","normal","None",0.01,0,840,1,9,"1,2",NA,0.948771826605871,47591,0.958123178011198,43222,0.387183024198043,59249,0.355349679120508,59249
"11","ARIMA",12,1,"max",0.99,"fixed","normal","None",0.03,0,840,1,9,"1,2",NA,0.930621772933193,50549,0.943119514451389,44321,0.449662266217936,59249,0.401162376797499,59249
"12","ARIMA",12,1,"max",0.99,"fixed","normal","None",0.05,0,840,1,9,"1,2",NA,0.916438433787281,52943,0.930811194393933,45094,0.484684233083385,59249,0.422770968771563,59249
"13","ARIMA",12,1,"max",0.99,"fixed","normal","None",0.001,0,840,1,27,"1,2",NA,0.966510334425302,42431,0.9741752874283,39923,0.28308854945771,59249,0.267177066986296,59249
"14","ARIMA",12,1,"max",0.99,"fixed","normal","None",0.003,0,840,1,27,"1,2",NA,0.959467794519341,45396,0.96861135495504,42149,0.328029126813003,59249,0.306621783455474,59249
"15","ARIMA",12,1,"max",0.99,"fixed","normal","None",0.005,0,840,1,27,"1,2",NA,0.954594108580236,46712,0.964764475889034,42968,0.351059524034111,59249,0.32558846042545,59249
"16","ARIMA",12,1,"max",0.99,"fixed","normal","None",0.01,0,840,1,27,"1,2",NA,0.946528766434972,47764,0.958357405310471,43273,0.385540884456758,59249,0.353378292716167,59249
"17","ARIMA",12,1,"max",0.99,"fixed","normal","None",0.03,0,840,1,27,"1,2",NA,0.929090048141425,50684,0.944002703007095,44395,0.448673869007787,59249,0.400202323995693,59249
"18","ARIMA",12,1,"max",0.99,"fixed","normal","None",0.05,0,840,1,27,"1,2",NA,0.914611148827035,53028,0.931266218643955,45087,0.483271697067481,59249,0.420985508844033,59249
"19","ARIMA",12,1,"max",0.99,"fixed","normal","None",0.001,0,840,1,81,"1,2",NA,0.961145393790092,40999,0.97283957065629,38291,0.283467996158295,56561,0.265902301921248,56561
"20","ARIMA",12,1,"max",0.99,"fixed","normal","None",0.003,0,840,1,81,"1,2",NA,0.953611085619895,43588,0.966488937612119,40136,0.327480200643777,56561,0.304160348456488,56561
"21","ARIMA",12,1,"max",0.99,"fixed","normal","None",0.005,0,840,1,81,"1,2",NA,0.949776984834969,44840,0.96330006588419,40981,0.350944466067414,56561,0.323614427476066,56561
"22","ARIMA",12,1,"max",0.99,"fixed","normal","None",0.01,0,840,1,81,"1,2",NA,0.941162328153345,45753,0.957627118644068,41182,0.385318022096652,56561,0.351592598502746,56561
"23","ARIMA",12,1,"max",0.99,"fixed","normal","None",0.03,0,840,1,81,"1,2",NA,0.92203778373621,48857,0.941980731085293,42348,0.447023168588019,56561,0.39577572742958,56561
"24","ARIMA",12,1,"max",0.99,"fixed","normal","None",0.05,0,840,1,81,"1,2",NA,0.907638984619626,50779,0.929452231087816,42737,0.480341342127609,56561,0.415848703352101,56561
