"","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w","trace_name"
"1",0.939189189189189,592,0.950757575757576,528,0.609944001452148,594,0.555259280909121,594,"1633748"
"2",0.939393939393939,594,0.950850661625709,529,0.725470104433045,594,0.654216434081916,594,"223811"
"3",0.931034482758621,580,0.932405566600398,503,0.45029584762816,594,0.392991637411348,594,"1948107"
"4",0.937710437710438,594,0.948960302457467,529,0.662206683681803,594,0.599419602555739,594,"1962655"
"5",0.936448598130841,535,0.949579831932773,476,0.362885684400274,594,0.332715274402561,594,"586116"
"6",0.938369781312127,503,0.941964285714286,448,0.477589591860344,594,0.425218029140005,594,"964155"
"7",0.947811447811448,594,0.949438202247191,534,0.615201139959166,594,0.553703141342041,594,"1942922"
"8",0.854430379746835,158,0.846153846153846,117,0.0238112525536382,588,0.0159795104263239,588,"929647"
"9",0.941077441077441,594,0.945075757575758,528,0.602298489339124,594,0.538854182475153,594,"1338378"
"10",NA,0,NA,0,0,592,0,592,"633346"
"11",0.90702947845805,441,0.918032786885246,366,0.31722909996162,594,0.263896499061043,594,"1650389"
"12",0.937710437710438,594,0.942748091603053,524,0.600841469084775,594,0.532079139332153,594,"1641245"
"13",NA,0,NA,0,0,576,0,576,"1663289"
"14",0.918260869565217,575,0.931174089068826,494,0.397026045183647,594,0.358163550540817,594,"618849"
"15",0.911262798634812,586,0.920731707317073,492,0.505920493663129,594,0.429177504148152,594,"1054084"
"16",0.929292929292929,594,0.946360153256705,522,0.717627458592298,594,0.646832967581246,594,"811237"
"17",0.954545454545455,594,0.953789279112754,541,0.641816264046543,594,0.588897541770214,594,"955492"
"18",0.922680412371134,582,0.930139720558882,501,0.461108363691239,593,0.399429154768656,593,"948898"
"19",0.934256055363322,578,0.957364341085271,516,0.49177762402083,592,0.453323290195681,592,"8383"
"20",0.918181818181818,550,0.937106918238994,477,0.406449256326943,592,0.360891812535632,592,"737498"
"21",0.937710437710438,594,0.946969696969697,528,0.69399813701022,594,0.626367241248016,594,"1041019"
"22",0.91858407079646,565,0.940329218106996,486,0.411472884367406,593,0.372846818742263,593,"1985204"
"23",0.913494809688581,578,0.928716904276986,491,0.432810435142862,594,0.378314579722027,594,"948601"
"24",0.917948717948718,390,0.936746987951807,332,0.266429800154,594,0.237938710321329,594,"1331037"
"25",0.973018549747049,593,0.973309608540925,562,0.472613598875425,594,0.452087939153718,594,"1669601"
"26",0.915824915824916,594,0.909456740442656,497,0.444040659157814,593,0.365887209077193,593,"893041"
"27",0.929292929292929,198,0.929824561403509,171,0.035605348085989,594,0.0302156104770373,594,"847832"
"28",0.974955277280859,559,0.975517890772128,531,0.186421407256586,594,0.173882468899377,594,"1102195"
"29",0.91156462585034,588,0.936254980079681,502,0.569536458074654,594,0.502232826513866,594,"592977"
"30",0.95959595959596,594,0.961678832116788,548,0.699821438799699,594,0.652021505246686,594,"1471895"
"31",0.939393939393939,594,0.951127819548872,532,0.685865843750535,594,0.624648927786725,594,"1958442"
"32",0.939024390243902,574,0.936633663366337,505,0.468012062600692,594,0.406702308453192,594,"948001"
"33",0.977011494252874,87,0.987951807228916,83,0.0992880561034904,579,0.0960839320944243,579,"964235"
"34",0.923986486486487,592,0.937254901960784,510,0.447230317113104,594,0.389655119343567,594,"1650226"
"35",0.887323943661972,497,0.925558312655087,403,0.251290054092126,593,0.21614240862117,593,"8201"
"36",0.955932203389831,590,0.968807339449541,545,0.661649853003522,594,0.618785352636156,594,"1546130"
"37",0.930976430976431,594,0.942084942084942,518,0.505238610540725,594,0.447380486310874,594,"1221713"
"38",0.932170542635659,516,0.935412026726058,449,0.431584424868422,594,0.374059734238996,594,"943424"
"39",0.93717277486911,573,0.946534653465346,505,0.468093922175345,594,0.419973858093302,594,"706726"
"40",0.929961089494163,514,0.955849889624724,453,0.519842179058284,594,0.477046333418164,594,"809906"
"41",0.920875420875421,594,0.943469785575049,513,0.55513430947135,594,0.491611036882699,594,"611375"
"42",0.933219178082192,584,0.939571150097466,513,0.47593889866837,593,0.415795918406685,593,"1547003"
"43",0.930976430976431,594,0.938579654510557,521,0.714296274442588,594,0.635071870901243,594,"1946494"
"44",0.962837837837838,592,0.963636363636364,550,0.471511994867586,594,0.440774087228505,594,"1545927"
"45",0.932432432432432,592,0.942418426103647,521,0.549431144729126,594,0.490360661830415,594,"618853"
"46",0.848,250,0.861111111111111,180,0.0418083993208726,594,0.0301678032339,594,"2008368"
"47",0.913696060037523,533,0.936123348017621,454,0.395673422696675,594,0.355346133817781,594,"943904"
"48",0.932659932659933,594,0.942418426103647,521,0.63188768094932,594,0.559322788041534,594,"1633630"
"49",0.94949494949495,594,0.951401869158878,535,0.472277816326685,594,0.423338830059918,594,"1114910"
"50",0.920875420875421,594,0.906,500,0.404598812261753,593,0.332255327744664,593,"1023683"
"51",0.922939068100358,558,0.944099378881988,483,0.467413029790539,594,0.421508458118436,594,"793205"
"52",0.93854748603352,358,0.94006309148265,317,0.357916997060162,594,0.316891738802909,594,"1221771"
"53",0.930191972076789,573,0.938,500,0.595653559760007,594,0.528747277399428,594,"1054467"
"54",0.944444444444444,594,0.95910780669145,538,0.738921908693691,594,0.68136885455269,594,"715945"
"55",0.942664418212479,593,0.948863636363636,528,0.44534549925322,594,0.400263785127785,594,"1054036"
"56",0.922558922558923,594,0.929133858267717,508,0.444865698778979,594,0.386656207986993,594,"612046"
"57",0.947811447811448,594,0.95903165735568,537,0.676557423432885,594,0.627012354125533,594,"1102397"
