"","X","name","window_size","extrap_step","response","target","train_policy","res_dist","outlier_type","cut_off_prob","granularity","train_size","model_num","update_freq","react_speed","outlier_cval","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1",1,"AR1,fixed",12,1,"avg",0.99,"fixed","normal","None",0.01,0,840,1,3,"1,2",NA,0.964628438667969,59398,0.96932360623255,55515,0.917265026470654,59400,0.861183753936403,59400
