"","name","window_size","extrap_step","response","target","train_policy","statistics","cut_off_prob","granularity","train_size","model_num","update_freq","react_speed","n","half_life","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1","AUTOPILOT",300,1,"max",0.99,"fixed","j-quantile",0.01,0,252000,1,1,"1,2",288,1,0.919731071056116,676015,0.919181901830315,572743,0.702732406116912,714840,0.61749676100648,714840
"2","AUTOPILOT",300,1,"max",0.99,"fixed","j-quantile",0.05,0,252000,1,1,"1,2",288,1,0.887839878055521,687526,0.887407208295284,543152,0.721588735038617,714840,0.596790736056489,714840
"3","AUTOPILOT",300,1,"max",0.99,"fixed","j-quantile",0.01,0,252000,1,1,"1,2",288,3,0.951709929212204,665934,0.952706091499114,604137,0.659189293020705,714840,0.612645527731639,714840
"4","AUTOPILOT",300,1,"max",0.99,"fixed","j-quantile",0.05,0,252000,1,1,"1,2",288,3,0.918335664438082,682795,0.922205401519393,578652,0.715405027967206,714840,0.627268379128476,714840
"5","AUTOPILOT",300,1,"max",0.99,"fixed","j-quantile",0.01,0,252000,1,1,"1,2",288,6,0.964109637103848,661236,0.965616953530496,615565,0.632833535601856,714840,0.600421701129394,714840
"6","AUTOPILOT",300,1,"max",0.99,"fixed","j-quantile",0.05,0,252000,1,1,"1,2",288,6,0.929613948061669,681385,0.93482315731852,591882,0.713722400900448,714840,0.636129778562144,714840
"7","AUTOPILOT",300,1,"max",0.99,"fixed","j-quantile",0.01,0,252000,1,1,"1,2",288,12,0.971164801465186,657391,0.972925356308882,620950,0.608090126058183,714840,0.583005484016625,714840
"8","AUTOPILOT",300,1,"max",0.99,"fixed","j-quantile",0.05,0,252000,1,1,"1,2",288,12,0.935842909877819,680221,0.942388266990729,599062,0.712581440012989,714840,0.640555621155313,714840
"9","AUTOPILOT",300,1,"max",0.99,"fixed","j-quantile",0.01,0,252000,1,1,"1,2",288,72,0.977591767635265,647396,0.980399464970578,619779,0.55336053104464,714840,0.533886382112759,714840
"10","AUTOPILOT",300,1,"max",0.99,"fixed","j-quantile",0.05,0,252000,1,1,"1,2",288,72,0.940774756202046,678123,0.950660517496352,604526,0.704138495474092,714840,0.637355582449351,714840
"11","AUTOPILOT",300,1,"max",0.99,"fixed","j-quantile",0.001,0,252000,1,1,"1,2",288,1,0.928505275419054,666203,0.928466151038498,575350,0.686170929969149,714840,0.610484156985775,714840
"12","AUTOPILOT",300,1,"max",0.99,"fixed","j-quantile",0.001,0,252000,1,1,"1,2",288,3,0.969379169795799,641818,0.970010339548109,603508,0.60785758856053,714840,0.580737159226829,714840
"13","AUTOPILOT",300,1,"max",0.99,"fixed","j-quantile",0.001,0,252000,1,1,"1,2",288,6,0.980459265712986,624388,0.981082525815858,600503,0.55322382824809,714840,0.537722912853162,714840
"14","AUTOPILOT",300,1,"max",0.99,"fixed","j-quantile",0.001,0,252000,1,1,"1,2",288,12,0.98596672649203,603423,0.986596668080952,586869,0.491767468172859,714840,0.481728694340982,714840
"15","AUTOPILOT",300,1,"max",0.99,"fixed","j-quantile",0.001,0,252000,1,1,"1,2",288,72,0.993681616468561,539695,0.99415267209941,533064,0.34011660939806,714840,0.336951711541733,714840
