"","name","window_size","extrap_step","response","target","train_policy","statistics","cut_off_prob","granularity","train_size","model_num","update_freq","react_speed","n","half_life","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1","AUTOPILOT",300,1,"max",0.99,"fixed","j-quantile",0.001,0,252000,1,1,"1,2",288,1,0.928505275419054,666203,0.928466151038498,575350,0.686170929969149,714840,0.610484156985775,714840
"2","AUTOPILOT",300,1,"max",0.99,"fixed","j-quantile",0.1,0,252000,1,1,"1,2",288,1,0.861518923404409,692925,0.865262476701245,516122,0.723077941388564,714840,0.566492418746223,714840
"3","AUTOPILOT",300,1,"max",0.99,"fixed","j-quantile",0.5,0,252000,1,1,"1,2",288,1,0.703680498749044,710257,0.793498799039231,374700,0.64389947121154,714840,0.392370962285777,714840
"4","AUTOPILOT",300,1,"max",0.99,"fixed","j-quantile",0.001,0,252000,1,1,"1,2",288,3,0.969379169795799,641818,0.970010339548109,603508,0.60785758856053,714840,0.580737159226829,714840
"5","AUTOPILOT",300,1,"max",0.99,"fixed","j-quantile",0.1,0,252000,1,1,"1,2",288,3,0.889878643486785,689621,0.89882247791919,550478,0.734282666466899,714840,0.608542324062611,714840
"6","AUTOPILOT",300,1,"max",0.99,"fixed","j-quantile",0.5,0,252000,1,1,"1,2",288,3,0.71108717147769,711976,0.829191582380247,396169,0.660237831806829,714840,0.431300550892214,714840
"7","AUTOPILOT",300,1,"max",0.99,"fixed","j-quantile",0.001,0,252000,1,1,"1,2",288,6,0.980459265712986,624388,0.981082525815858,600503,0.55322382824809,714840,0.537722912853162,714840
"8","AUTOPILOT",300,1,"max",0.99,"fixed","j-quantile",0.1,0,252000,1,1,"1,2",288,6,0.899652295661974,688516,0.910389261649485,562321,0.740590571820057,714840,0.623598119545487,714840
"9","AUTOPILOT",300,1,"max",0.99,"fixed","j-quantile",0.5,0,252000,1,1,"1,2",288,6,0.710995615340134,712484,0.837966096614907,400373,0.66182847230557,714840,0.439684548668455,714840
"10","AUTOPILOT",300,1,"max",0.99,"fixed","j-quantile",0.001,0,252000,1,1,"1,2",288,12,0.98596672649203,603423,0.986596668080952,586869,0.491767468172859,714840,0.481728694340982,714840
"11","AUTOPILOT",300,1,"max",0.99,"fixed","j-quantile",0.1,0,252000,1,1,"1,2",288,12,0.90416615174359,687805,0.917168022586539,568126,0.744022271442649,714840,0.630712279733456,714840
"12","AUTOPILOT",300,1,"max",0.99,"fixed","j-quantile",0.5,0,252000,1,1,"1,2",288,12,0.709582606719315,712781,0.842656342142521,401891,0.661427797003692,714840,0.443326054037823,714840
"13","AUTOPILOT",300,1,"max",0.99,"fixed","j-quantile",0.001,0,252000,1,1,"1,2",288,72,0.993681616468561,539695,0.99415267209941,533064,0.34011660939806,714840,0.336951711541733,714840
"14","AUTOPILOT",300,1,"max",0.99,"fixed","j-quantile",0.1,0,252000,1,1,"1,2",288,72,0.908705064991976,689162,0.927161430982908,577002,0.742895721191524,714840,0.637417093761593,714840
"15","AUTOPILOT",300,1,"max",0.99,"fixed","j-quantile",0.5,0,252000,1,1,"1,2",288,72,0.701129998136057,713541,0.849280106181531,400823,0.652940253419424,714840,0.443679493513797,714840
