"","name","window_size","extrap_step","response","target","train_policy","statistics","cut_off_prob","granularity","train_size","model_num","update_freq","react_speed","n","half_life","breaks","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1","AUTOPILOT",600,1,"max",0.99,"fixed","j-quantile",0.001,0,252000,1,1,"1,2",288,12,10,0.983208623008581,263945,0.984095598685988,255401,0.394736204453083,358035,0.384475344714845,358035
"2","AUTOPILOT",600,1,"max",0.99,"fixed","j-quantile",0.001,0,252000,1,1,"1,2",288,36,10,0.991373906287248,226522,0.991888640505625,222774,0.285755981321367,358035,0.282088025454556,358035
"3","AUTOPILOT",600,1,"max",0.99,"fixed","j-quantile",0.001,0,252000,1,1,"1,2",288,72,10,0.99394132499119,207141,0.994100179729624,204752,0.236183676772853,358035,0.234161968642064,358035
"4","AUTOPILOT",600,1,"max",0.99,"fixed","j-quantile",0.003,0,252000,1,1,"1,2",288,12,10,0.977477859530827,282966,0.978512500508001,270669,0.453673338190361,358035,0.43817829154138,358035
"5","AUTOPILOT",600,1,"max",0.99,"fixed","j-quantile",0.003,0,252000,1,1,"1,2",288,36,10,0.986097546087169,262112,0.987033654486873,255122,0.372545702264848,358035,0.365049284321243,358035
"6","AUTOPILOT",600,1,"max",0.99,"fixed","j-quantile",0.003,0,252000,1,1,"1,2",288,72,10,0.988641942597975,256646,0.989462113790055,251094,0.345560003634909,358035,0.339510135475159,358035
"7","AUTOPILOT",600,1,"max",0.99,"fixed","j-quantile",0.007,0,252000,1,1,"1,2",288,12,10,0.969792896765935,302313,0.970832762563092,284703,0.520300457779165,358035,0.497237642256413,358035
"8","AUTOPILOT",600,1,"max",0.99,"fixed","j-quantile",0.007,0,252000,1,1,"1,2",288,36,10,0.974808913768974,297248,0.976959404328368,283109,0.482806984467972,358035,0.463876790579753,358035
"9","AUTOPILOT",600,1,"max",0.99,"fixed","j-quantile",0.007,0,252000,1,1,"1,2",288,72,10,0.977024260712955,292613,0.979696482770934,280050,0.460576110787226,358035,0.443282208684115,358035
"10","AUTOPILOT",600,1,"max",0.99,"fixed","j-quantile",0.009,0,252000,1,1,"1,2",288,12,10,0.966051390601585,308967,0.967152197703251,288756,0.54569410316808,358035,0.518754643276243,358035
"11","AUTOPILOT",600,1,"max",0.99,"fixed","j-quantile",0.009,0,252000,1,1,"1,2",288,36,10,0.969939421648188,306215,0.972660306559034,288884,0.519108257835686,358035,0.494296607149105,358035
"12","AUTOPILOT",600,1,"max",0.99,"fixed","j-quantile",0.009,0,252000,1,1,"1,2",288,72,10,0.971534265471189,303031,0.974989982752914,287005,0.49897674464981,358035,0.475668417800479,358035
"13","AUTOPILOT",600,1,"max",0.99,"fixed","j-quantile",0.01,0,252000,1,1,"1,2",288,12,10,0.964343124829545,311665,0.965410679280515,290263,0.556151119209661,358035,0.527426563938534,358035
"14","AUTOPILOT",600,1,"max",0.99,"fixed","j-quantile",0.01,0,252000,1,1,"1,2",288,36,10,0.967567602469072,309752,0.970708650590399,290905,0.534098726027946,358035,0.506366033679516,358035
"15","AUTOPILOT",600,1,"max",0.99,"fixed","j-quantile",0.01,0,252000,1,1,"1,2",288,72,10,0.968709227150122,307343,0.972610120784877,289523,0.515535998213352,358035,0.489062452877865,358035
"16","AUTOPILOT",600,1,"max",0.99,"fixed","j-quantile",0.02,0,252000,1,1,"1,2",288,12,10,0.944357672784069,327808,0.946971349869772,293332,0.629506680514271,358035,0.574686559018333,358035
"17","AUTOPILOT",600,1,"max",0.99,"fixed","j-quantile",0.02,0,252000,1,1,"1,2",288,36,10,0.946579639718189,328021,0.95246565799352,295702,0.620311978721005,358035,0.567006268570887,358035
"18","AUTOPILOT",600,1,"max",0.99,"fixed","j-quantile",0.02,0,252000,1,1,"1,2",288,72,10,0.946806148305201,328741,0.954134651984545,296869,0.613981661486462,358035,0.56115828252755,358035
"19","AUTOPILOT",600,1,"max",0.99,"fixed","j-quantile",0.05,0,252000,1,1,"1,2",288,12,10,0.884442227017899,338731,0.889497094590547,267088,0.690979163699128,358035,0.557215322372477,358035
"20","AUTOPILOT",600,1,"max",0.99,"fixed","j-quantile",0.05,0,252000,1,1,"1,2",288,36,10,0.887319202215936,338638,0.899455516593428,270348,0.689122641919869,358035,0.562208304613209,358035
"21","AUTOPILOT",600,1,"max",0.99,"fixed","j-quantile",0.05,0,252000,1,1,"1,2",288,72,10,0.888240079704292,339254,0.903107444336598,271992,0.687529135180978,358035,0.563571112261243,358035
