"","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w","trace_name"
"1",0.935919055649241,593,0.946666666666667,525,0.607515673214701,594,0.550380108690987,594,"1633748"
"2",0.939393939393939,594,0.950850661625709,529,0.725428464605443,594,0.654170127664781,594,"223811"
"3",0.931034482758621,580,0.932405566600398,503,0.450110498207183,594,0.392806287990371,594,"1948107"
"4",0.978114478114478,594,0.978910369068541,569,0.541804354643324,594,0.518047785451202,594,"1962655"
"5",0.930084745762712,472,0.942028985507246,414,0.307998519527343,594,0.278746202139119,594,"586116"
"6",0.938735177865613,506,0.942350332594235,451,0.479170275290873,594,0.429734053994659,594,"964155"
"7",0.947811447811448,594,0.949438202247191,534,0.615202246867778,594,0.553707690646864,594,"1942922"
"8",0.855421686746988,166,0.845528455284553,123,0.0239557030412325,588,0.0160885833728518,588,"929647"
"9",0.942760942760943,594,0.945179584120983,529,0.602835890376835,594,0.539141912806438,594,"1338378"
"10",NA,0,NA,0,0,592,0,592,"633346"
"11",0.910869565217391,460,0.922077922077922,385,0.320586527963842,594,0.267481548665074,594,"1650389"
"12",0.973063973063973,594,0.976950354609929,564,0.429420510073763,594,0.407279991980815,594,"1641245"
"13",NA,0,NA,0,0,576,0,576,"1663289"
"14",0.943946188340807,446,0.950124688279302,401,0.2049689890861,594,0.187004445970925,594,"618849"
"15",0.911262798634812,586,0.920731707317073,492,0.507214374173199,594,0.430346807075306,594,"1054084"
"16",0.971380471380471,594,0.971479500891266,561,0.604623936240895,594,0.571124714691249,594,"811237"
"17",0.954545454545455,594,0.953789279112754,541,0.642036976035843,594,0.58916787979824,594,"955492"
"18",0.922680412371134,582,0.930139720558882,501,0.46127711188519,593,0.399616959156036,593,"948898"
"19",0.935540069686411,574,0.959143968871595,514,0.490433704334679,592,0.451992374878774,592,"8383"
"20",0.916515426497278,551,0.937106918238994,477,0.406692124042549,592,0.361183050637296,592,"737498"
"21",0.974747474747475,594,0.975221238938053,565,0.612820814322008,594,0.580639982352862,594,"1041019"
"22",0.917562724014337,558,0.939457202505219,479,0.404121331365691,593,0.365495265740547,593,"1985204"
"23",0.920415224913495,578,0.933601609657948,497,0.416129482293085,594,0.367983944640476,594,"948601"
"24",0.946236559139785,279,0.952191235059761,251,0.152876309640256,594,0.140246970447573,594,"1331037"
"25",0.984848484848485,594,0.984375,576,0.278772368230252,594,0.268098246650476,594,"1669601"
"26",0.915824915824916,594,0.909456740442656,497,0.441890113521864,593,0.364911763657106,593,"893041"
"27",0.929292929292929,198,0.929824561403509,171,0.035605348085989,594,0.0302156104770373,594,"847832"
"28",0.973557692307692,416,0.977157360406091,394,0.132000833961182,594,0.122312598302371,594,"1102195"
"29",0.909863945578231,588,0.938247011952191,502,0.564097720557619,594,0.499893597892882,594,"592977"
"30",0.95959595959596,594,0.961678832116788,548,0.695726479449799,594,0.647552022954436,594,"1471895"
"31",0.983164983164983,594,0.982578397212544,574,0.525493896312874,594,0.505786578446595,594,"1958442"
"32",0.974712643678161,435,0.975786924939467,413,0.140869748758796,594,0.132888895435273,594,"948001"
"33",0.977011494252874,87,0.987951807228916,83,0.0992880561034904,579,0.0960839320944243,579,"964235"
"34",0.923986486486487,592,0.937254901960784,510,0.448658583050774,594,0.390237559880031,594,"1650226"
"35",0.895555555555556,450,0.935309973045822,371,0.203625670631363,593,0.175397553766346,593,"8201"
"36",0.972881355932203,590,0.98220640569395,562,0.437235045077595,594,0.417289383381714,594,"1546130"
"37",0.934343434343434,594,0.944444444444444,522,0.496274985790066,594,0.444544427192231,594,"1221713"
"38",0.952577319587629,485,0.963882618510158,443,0.312590531490022,594,0.292170150245405,594,"943424"
"39",0.945098039215686,510,0.956236323851203,457,0.330315368170566,594,0.295690377590802,594,"706726"
"40",0.941299790356394,477,0.957845433255269,427,0.443403450316365,594,0.410044743587271,594,"809906"
"41",0.920875420875421,594,0.943469785575049,513,0.555844254034753,594,0.491960412895546,594,"611375"
"42",0.976138828633406,461,0.977220956719818,439,0.266808949139552,593,0.254949537726399,593,"1547003"
"43",0.930976430976431,594,0.938579654510557,521,0.714531153268914,594,0.635439497968364,594,"1946494"
"44",0.981418918918919,592,0.984265734265734,572,0.26307526548699,594,0.256363728488306,594,"1545927"
"45",0.934232715008432,593,0.942748091603053,524,0.549346560546163,594,0.492723118153362,594,"618853"
"46",0.851694915254237,236,0.854651162790698,172,0.0378313314377954,594,0.0271764113319727,594,"2008368"
"47",0.91713747645951,531,0.938461538461538,455,0.37302801225534,594,0.336718489145949,594,"943904"
"48",0.936026936026936,594,0.946666666666667,525,0.620092978498692,594,0.552277091395366,594,"1633630"
"49",0.94949494949495,594,0.951401869158878,535,0.473976479555154,594,0.424871978426787,594,"1114910"
"50",0.920875420875421,594,0.906,500,0.404114580261534,593,0.331749324790045,593,"1023683"
"51",0.945497630331754,422,0.95822454308094,383,0.295346195307435,594,0.274612957634497,594,"793205"
"52",0.93854748603352,358,0.94006309148265,317,0.357916997060162,594,0.316891738802909,594,"1221771"
"53",0.932950191570881,522,0.940919037199125,457,0.496637780274821,594,0.441460766840079,594,"1054467"
"54",0.946127946127946,594,0.959183673469388,539,0.740082155767506,594,0.682654988988228,594,"715945"
"55",0.966329966329966,594,0.965765765765766,555,0.341887413959274,594,0.318257751874127,594,"1054036"
"56",0.922558922558923,594,0.929133858267717,508,0.44516212197909,594,0.386897537982843,594,"612046"
"57",0.947811447811448,594,0.95903165735568,537,0.676554109292383,594,0.62700903998503,594,"1102397"
